order_id,operation_seq,machine_id,start,end,is_primary
MO_03512,7,CAL_M4,2026-01-31 00:51:00,2026-01-31 01:10:00,False
MO_03512,8,INS_M2,2026-01-31 01:46:00,2026-01-31 01:57:00,False
MO_03509,1,CUR_M2,2026-01-30 21:00:00,2026-01-30 21:11:00,False
MO_03509,2,CUR_M2,2026-01-30 21:11:00,2026-01-30 21:46:00,False
MO_03509,3,EXT_M1,2026-01-30 22:16:00,2026-01-30 22:40:00,True
MO_03509,4,EXT_M4,2026-01-30 22:40:00,2026-01-30 22:56:00,True
MO_03509,5,CUR_M6,2026-01-30 23:22:00,2026-01-30 23:53:00,False
MO_03509,6,EXT_M5,2026-01-30 23:53:00,2026-01-31 00:30:00,False
MO_03509,7,MIX_M4,2026-01-31 00:40:00,2026-01-31 01:00:00,False
MO_03509,8,INS_M3,2026-01-31 01:08:00,2026-01-31 01:31:00,True
MO_03508,1,MIX_M2,2026-01-30 21:00:00,2026-01-30 21:16:00,True
MO_03508,2,CAL_M2,2026-01-30 21:23:00,2026-01-30 22:03:00,True
MO_03508,3,BLD_M3,2026-01-30 22:03:00,2026-01-30 22:37:00,False
MO_03508,4,MIX_M1,2026-01-30 22:43:00,2026-01-30 23:19:00,False
MO_03508,5,CUR_M5,2026-01-30 23:53:00,2026-01-31 00:43:00,True
MO_03508,6,CUR_M8,2026-01-31 00:54:00,2026-01-31 01:19:00,False
MO_03508,7,INS_M2,2026-01-31 02:05:00,2026-01-31 02:25:00,True
MO_03503,1,EXT_M5,2026-01-09 02:09:00,2026-01-09 02:37:00,False
MO_03503,2,CUR_M1,2026-01-09 02:50:00,2026-01-09 03:33:00,False
MO_03503,3,EXT_M4,2026-01-09 03:57:00,2026-01-09 04:32:00,True
MO_03503,4,EXT_M1,2026-01-09 05:26:00,2026-01-09 06:07:00,True
MO_03503,5,EXT_M1,2026-01-09 06:07:00,2026-01-09 06:45:00,False
MO_03503,6,BLD_M6,2026-01-09 07:11:00,2026-01-09 08:08:00,False
MO_03503,7,FIN_M2,2026-01-09 08:49:00,2026-01-09 09:10:00,False
MO_03503,8,EXT_M5,2026-01-09 09:10:00,2026-01-09 09:31:00,False
MO_03502,1,CUR_M8,2026-01-09 02:42:00,2026-01-09 02:57:00,False
MO_03502,2,EXT_M1,2026-01-09 03:28:00,2026-01-09 03:56:00,False
MO_03502,3,BLD_M3,2026-01-09 04:29:00,2026-01-09 05:06:00,False
MO_03502,4,BLD_M5,2026-01-09 05:06:00,2026-01-09 05:41:00,True
MO_03502,5,EXT_M2,2026-01-09 05:41:00,2026-01-09 06:22:00,False
MO_03502,6,FIN_M2,2026-01-09 06:34:00,2026-01-09 06:53:00,True
MO_03502,7,CAL_M3,2026-01-09 07:08:00,2026-01-09 07:27:00,False
MO_03493,1,BLD_M6,2026-01-15 04:34:00,2026-01-15 05:03:00,False
MO_03493,2,BLD_M2,2026-01-15 05:03:00,2026-01-15 05:33:00,False
MO_03493,3,EXT_M1,2026-01-15 05:57:00,2026-01-15 06:39:00,True
MO_03493,4,FIN_M2,2026-01-15 07:38:00,2026-01-15 08:20:00,False
MO_03493,5,BLD_M6,2026-01-15 08:20:00,2026-01-15 09:07:00,True
MO_03493,6,CUR_M5,2026-01-15 09:43:00,2026-01-15 10:43:00,False
MO_03493,7,EXT_M1,2026-01-15 10:43:00,2026-01-15 11:04:00,False
MO_03493,8,INS_M1,2026-01-15 12:02:00,2026-01-15 12:31:00,True
MO_03492,1,CAL_M2,2026-01-15 04:27:00,2026-01-15 04:42:00,False
MO_03492,2,CUR_M1,2026-01-15 05:12:00,2026-01-15 05:43:00,False
MO_03492,3,CUR_M8,2026-01-15 06:12:00,2026-01-15 06:42:00,False
MO_03492,4,BLD_M5,2026-01-15 07:18:00,2026-01-15 07:48:00,False
MO_03492,5,CUR_M8,2026-01-15 07:48:00,2026-01-15 08:05:00,False
MO_03492,6,MIX_M4,2026-01-15 08:19:00,2026-01-15 09:31:00,False
MO_03492,7,CAL_M1,2026-01-15 09:54:00,2026-01-15 10:11:00,False
MO_03492,8,MIX_M1,2026-01-15 10:17:00,2026-01-15 10:45:00,False
MO_03486,1,FIN_M2,2026-01-23 03:08:00,2026-01-23 03:35:00,False
MO_03486,2,CAL_M1,2026-01-23 03:43:00,2026-01-23 04:12:00,True
MO_03486,3,MIX_M2,2026-01-23 05:03:00,2026-01-23 05:39:00,False
MO_03486,4,BLD_M3,2026-01-23 06:36:00,2026-01-23 07:17:00,False
MO_03486,5,CUR_M4,2026-01-23 07:17:00,2026-01-23 08:18:00,False
MO_03486,6,CUR_M3,2026-01-23 08:37:00,2026-01-23 09:07:00,False
MO_03486,7,INS_M2,2026-01-23 09:51:00,2026-01-23 10:04:00,True
MO_03485,1,BLD_M3,2026-01-23 03:20:00,2026-01-23 03:41:00,False
MO_03485,2,FIN_M4,2026-01-23 04:00:00,2026-01-23 04:43:00,False
MO_03485,3,CAL_M1,2026-01-23 05:10:00,2026-01-23 05:31:00,False
MO_03485,4,BLD_M6,2026-01-23 06:18:00,2026-01-23 06:45:00,True
MO_03485,5,BLD_M2,2026-01-23 07:16:00,2026-01-23 08:18:00,False
MO_03485,6,FIN_M4,2026-01-23 08:18:00,2026-01-23 08:47:00,True
MO_03485,7,INS_M3,2026-01-23 09:33:00,2026-01-23 09:47:00,True
MO_03480,1,MIX_M1,2026-01-06 08:57:00,2026-01-06 09:26:00,True
MO_03480,2,MIX_M4,2026-01-06 09:36:00,2026-01-06 10:08:00,False
MO_03480,3,CUR_M8,2026-01-06 10:14:00,2026-01-06 10:34:00,False
MO_03480,4,BLD_M4,2026-01-06 10:34:00,2026-01-06 11:06:00,True
MO_03480,5,CAL_M2,2026-01-06 11:28:00,2026-01-06 12:48:00,False
MO_03480,6,FIN_M1,2026-01-06 12:48:00,2026-01-06 13:04:00,False
MO_03480,7,INS_M1,2026-01-06 13:16:00,2026-01-06 13:33:00,True
MO_03479,1,CAL_M3,2026-01-06 08:37:00,2026-01-06 08:54:00,False
MO_03479,2,CAL_M3,2026-01-06 08:54:00,2026-01-06 09:16:00,True
MO_03479,3,CUR_M8,2026-01-06 09:34:00,2026-01-06 10:02:00,False
MO_03479,4,EXT_M1,2026-01-06 10:15:00,2026-01-06 10:54:00,True
MO_03479,5,BLD_M6,2026-01-06 11:32:00,2026-01-06 12:14:00,True
MO_03479,6,CAL_M1,2026-01-06 12:19:00,2026-01-06 13:27:00,False
MO_03479,7,CAL_M4,2026-01-06 13:27:00,2026-01-06 13:43:00,False
MO_03479,8,INS_M2,2026-01-06 14:17:00,2026-01-06 14:28:00,False
MO_03476,1,CUR_M2,2026-01-06 08:00:00,2026-01-06 08:11:00,False
MO_03476,2,CUR_M2,2026-01-06 08:11:00,2026-01-06 08:46:00,False
MO_03476,3,EXT_M1,2026-01-06 09:16:00,2026-01-06 09:40:00,True
MO_03476,4,EXT_M4,2026-01-06 09:53:00,2026-01-06 10:09:00,True
MO_03476,5,CUR_M6,2026-01-06 10:09:00,2026-01-06 10:37:00,False
MO_03476,6,EXT_M5,2026-01-06 11:01:00,2026-01-06 11:46:00,False
MO_03476,7,MIX_M4,2026-01-06 11:56:00,2026-01-06 12:16:00,False
MO_03476,8,INS_M3,2026-01-06 13:11:00,2026-01-06 13:34:00,True
MO_03475,1,MIX_M2,2026-01-06 08:59:00,2026-01-06 09:15:00,True
MO_03475,2,CAL_M2,2026-01-06 09:22:00,2026-01-06 10:02:00,True
MO_03475,3,BLD_M3,2026-01-06 10:16:00,2026-01-06 10:59:00,False
MO_03475,4,MIX_M1,2026-01-06 11:05:00,2026-01-06 11:41:00,False
MO_03475,5,CUR_M5,2026-01-06 11:50:00,2026-01-06 12:40:00,True
MO_03475,6,CUR_M8,2026-01-06 12:51:00,2026-01-06 13:16:00,False
MO_03475,7,INS_M2,2026-01-06 14:02:00,2026-01-06 14:22:00,True
MO_03463,1,EXT_M2,2026-01-30 12:40:00,2026-01-30 12:57:00,False
MO_03463,2,CAL_M1,2026-01-30 13:04:00,2026-01-30 13:43:00,True
MO_03463,3,EXT_M3,2026-01-30 13:43:00,2026-01-30 14:16:00,True
MO_03463,4,BLD_M1,2026-01-30 14:16:00,2026-01-30 15:00:00,True
MO_03463,5,CUR_M8,2026-01-30 15:23:00,2026-01-30 16:33:00,False
MO_03463,6,FIN_M2,2026-01-30 17:20:00,2026-01-30 17:38:00,False
MO_03463,7,INS_M1,2026-01-30 18:07:00,2026-01-30 18:35:00,True
MO_03462,1,CUR_M7,2026-01-30 12:00:00,2026-01-30 12:22:00,False
MO_03462,2,CAL_M3,2026-01-30 12:58:00,2026-01-30 13:32:00,False
MO_03462,3,EXT_M1,2026-01-30 14:25:00,2026-01-30 15:10:00,True
MO_03462,4,BLD_M2,2026-01-30 15:44:00,2026-01-30 16:24:00,True
MO_03462,5,MIX_M1,2026-01-30 17:15:00,2026-01-30 18:11:00,False
MO_03462,6,FIN_M1,2026-01-30 18:20:00,2026-01-30 18:35:00,True
MO_03462,7,BLD_M1,2026-01-30 19:21:00,2026-01-30 19:36:00,False
MO_03456,1,BLD_M6,2026-01-21 02:37:00,2026-01-21 03:06:00,False
MO_03456,2,BLD_M2,2026-01-21 03:42:00,2026-01-21 04:17:00,False
MO_03456,3,EXT_M1,2026-01-21 04:27:00,2026-01-21 05:09:00,True
MO_03456,4,FIN_M2,2026-01-21 05:49:00,2026-01-21 06:31:00,False
MO_03456,5,BLD_M6,2026-01-21 06:31:00,2026-01-21 07:18:00,True
MO_03456,6,CUR_M5,2026-01-21 07:54:00,2026-01-21 08:54:00,False
MO_03456,7,EXT_M1,2026-01-21 08:54:00,2026-01-21 09:15:00,False
MO_03456,8,INS_M1,2026-01-21 10:05:00,2026-01-21 10:34:00,True
MO_03455,1,CAL_M2,2026-01-21 02:27:00,2026-01-21 02:42:00,False
MO_03455,2,CUR_M1,2026-01-21 02:42:00,2026-01-21 03:08:00,False
MO_03455,3,CUR_M8,2026-01-21 03:56:00,2026-01-21 04:26:00,False
MO_03455,4,BLD_M5,2026-01-21 04:26:00,2026-01-21 04:54:00,False
MO_03455,5,CUR_M8,2026-01-21 04:54:00,2026-01-21 05:11:00,False
MO_03455,6,MIX_M4,2026-01-21 05:25:00,2026-01-21 06:37:00,False
MO_03455,7,CAL_M1,2026-01-21 07:32:00,2026-01-21 07:49:00,False
MO_03455,8,MIX_M1,2026-01-21 08:00:00,2026-01-21 08:28:00,False
MO_03451,1,EXT_M4,2026-01-06 21:13:00,2026-01-06 21:32:00,False
MO_03451,2,CUR_M5,2026-01-06 21:37:00,2026-01-06 22:22:00,False
MO_03451,3,CAL_M4,2026-01-06 22:42:00,2026-01-06 23:07:00,False
MO_03451,4,CUR_M3,2026-01-06 23:22:00,2026-01-06 23:43:00,False
MO_03451,5,CUR_M3,2026-01-06 23:43:00,2026-01-07 00:03:00,False
MO_03451,6,CUR_M3,2026-01-07 00:03:00,2026-01-07 00:47:00,True
MO_03451,7,MIX_M1,2026-01-07 01:22:00,2026-01-07 01:35:00,False
MO_03451,8,INS_M3,2026-01-07 02:03:00,2026-01-07 02:30:00,True
MO_03450,1,BLD_M1,2026-01-06 21:44:00,2026-01-06 22:09:00,False
MO_03450,2,CAL_M4,2026-01-06 22:48:00,2026-01-06 23:10:00,True
MO_03450,3,CUR_M5,2026-01-07 00:04:00,2026-01-07 00:39:00,False
MO_03450,4,BLD_M6,2026-01-07 01:18:00,2026-01-07 01:38:00,True
MO_03450,5,CUR_M3,2026-01-07 01:46:00,2026-01-07 03:15:00,False
MO_03450,6,CUR_M2,2026-01-07 03:24:00,2026-01-07 03:41:00,False
MO_03450,7,BLD_M1,2026-01-07 03:41:00,2026-01-07 04:01:00,False
MO_03445,1,EXT_M3,2026-01-28 12:17:00,2026-01-28 12:31:00,False
MO_03445,2,INS_M1,2026-01-28 12:50:00,2026-01-28 13:19:00,False
MO_03445,3,CUR_M4,2026-01-28 14:11:00,2026-01-28 14:26:00,False
MO_03445,4,BLD_M1,2026-01-28 15:20:00,2026-01-28 15:40:00,True
MO_03445,5,FIN_M3,2026-01-28 15:40:00,2026-01-28 16:20:00,False
MO_03445,6,MIX_M3,2026-01-28 17:07:00,2026-01-28 17:34:00,False
MO_03445,7,INS_M3,2026-01-28 18:19:00,2026-01-28 18:48:00,True
MO_03443,1,FIN_M2,2026-01-28 12:08:00,2026-01-28 12:35:00,False
MO_03443,2,CAL_M1,2026-01-28 12:43:00,2026-01-28 13:12:00,True
MO_03443,3,MIX_M2,2026-01-28 14:03:00,2026-01-28 14:39:00,False
MO_03443,4,BLD_M3,2026-01-28 14:49:00,2026-01-28 15:30:00,False
MO_03443,5,CUR_M4,2026-01-28 16:19:00,2026-01-28 17:36:00,False
MO_03443,6,CUR_M3,2026-01-28 17:51:00,2026-01-28 18:21:00,False
MO_03443,7,INS_M2,2026-01-28 19:05:00,2026-01-28 19:18:00,True
MO_03442,1,BLD_M3,2026-01-28 12:20:00,2026-01-28 12:41:00,False
MO_03442,2,FIN_M4,2026-01-28 12:41:00,2026-01-28 13:21:00,False
MO_03442,3,CAL_M1,2026-01-28 13:48:00,2026-01-28 14:09:00,False
MO_03442,4,BLD_M6,2026-01-28 15:02:00,2026-01-28 15:29:00,True
MO_03442,5,BLD_M2,2026-01-28 16:00:00,2026-01-28 17:02:00,False
MO_03442,6,FIN_M4,2026-01-28 17:02:00,2026-01-28 17:31:00,True
MO_03442,7,INS_M3,2026-01-28 18:14:00,2026-01-28 18:28:00,True
MO_03437,1,FIN_M2,2026-01-11 06:45:00,2026-01-11 07:04:00,False
MO_03437,2,INS_M3,2026-01-11 07:45:00,2026-01-11 08:12:00,False
MO_03437,3,CUR_M6,2026-01-11 09:05:00,2026-01-11 09:22:00,False
MO_03437,4,CUR_M8,2026-01-11 10:07:00,2026-01-11 10:49:00,False
MO_03437,5,CUR_M1,2026-01-11 11:29:00,2026-01-11 12:15:00,False
MO_03437,6,FIN_M2,2026-01-11 12:15:00,2026-01-11 12:43:00,False
MO_03437,7,INS_M1,2026-01-11 13:39:00,2026-01-11 14:07:00,True
MO_03431,1,CUR_M8,2026-01-27 00:52:00,2026-01-27 01:07:00,False
MO_03431,2,EXT_M1,2026-01-27 01:24:00,2026-01-27 01:52:00,False
MO_03431,3,BLD_M3,2026-01-27 02:30:00,2026-01-27 03:07:00,False
MO_03431,4,BLD_M5,2026-01-27 03:57:00,2026-01-27 04:32:00,True
MO_03431,5,EXT_M2,2026-01-27 05:19:00,2026-01-27 06:01:00,False
MO_03431,6,FIN_M2,2026-01-27 06:41:00,2026-01-27 07:00:00,True
MO_03431,7,CAL_M3,2026-01-27 07:19:00,2026-01-27 07:38:00,False
MO_03430,1,EXT_M2,2026-01-27 00:22:00,2026-01-27 00:35:00,False
MO_03430,2,BLD_M1,2026-01-27 01:12:00,2026-01-27 01:46:00,False
MO_03430,3,EXT_M5,2026-01-27 02:09:00,2026-01-27 02:49:00,True
MO_03430,4,BLD_M5,2026-01-27 03:13:00,2026-01-27 03:40:00,True
MO_03430,5,INS_M1,2026-01-27 04:27:00,2026-01-27 05:35:00,False
MO_03430,6,CUR_M1,2026-01-27 06:26:00,2026-01-27 06:45:00,False
MO_03430,7,CUR_M6,2026-01-27 07:12:00,2026-01-27 07:35:00,False
MO_03428,1,MIX_M1,2026-01-27 00:09:00,2026-01-27 00:19:00,False
MO_03428,2,EXT_M1,2026-01-27 00:57:00,2026-01-27 01:21:00,False
MO_03428,3,MIX_M1,2026-01-27 01:21:00,2026-01-27 01:46:00,False
MO_03428,4,MIX_M3,2026-01-27 02:30:00,2026-01-27 02:54:00,False
MO_03428,5,BLD_M6,2026-01-27 03:41:00,2026-01-27 04:19:00,True
MO_03428,6,CUR_M6,2026-01-27 05:01:00,2026-01-27 06:11:00,True
MO_03428,7,MIX_M4,2026-01-27 06:31:00,2026-01-27 06:54:00,False
MO_03428,8,FIN_M4,2026-01-27 07:40:00,2026-01-27 08:07:00,False
MO_03427,1,CUR_M4,2026-01-27 00:58:00,2026-01-27 01:11:00,False
MO_03427,2,CAL_M3,2026-01-27 01:45:00,2026-01-27 02:24:00,True
MO_03427,3,EXT_M3,2026-01-27 02:55:00,2026-01-27 03:13:00,True
MO_03427,4,BLD_M1,2026-01-27 04:02:00,2026-01-27 04:30:00,False
MO_03427,5,CUR_M3,2026-01-27 04:38:00,2026-01-27 05:12:00,False
MO_03427,6,MIX_M1,2026-01-27 05:27:00,2026-01-27 06:53:00,False
MO_03427,7,CUR_M5,2026-01-27 07:15:00,2026-01-27 07:41:00,False
MO_03427,8,FIN_M4,2026-01-27 08:07:00,2026-01-27 08:33:00,False
MO_03423,1,CUR_M8,2026-01-05 05:46:00,2026-01-05 06:02:00,False
MO_03423,2,BLD_M4,2026-01-05 06:35:00,2026-01-05 07:02:00,False
MO_03423,3,MIX_M2,2026-01-05 07:23:00,2026-01-05 08:08:00,False
MO_03423,4,FIN_M1,2026-01-05 08:29:00,2026-01-05 08:49:00,False
MO_03423,5,INS_M2,2026-01-05 09:07:00,2026-01-05 10:17:00,False
MO_03423,6,MIX_M1,2026-01-05 11:11:00,2026-01-05 11:32:00,False
MO_03423,7,INS_M2,2026-01-05 11:32:00,2026-01-05 11:54:00,True
MO_03421,1,FIN_M2,2026-01-05 05:55:00,2026-01-05 06:12:00,False
MO_03421,2,BLD_M4,2026-01-05 06:58:00,2026-01-05 07:27:00,False
MO_03421,3,CAL_M4,2026-01-05 07:47:00,2026-01-05 08:13:00,False
MO_03421,4,CUR_M3,2026-01-05 08:26:00,2026-01-05 09:10:00,False
MO_03421,5,MIX_M3,2026-01-05 09:30:00,2026-01-05 09:57:00,False
MO_03421,6,CUR_M1,2026-01-05 10:14:00,2026-01-05 10:58:00,False
MO_03421,7,FIN_M4,2026-01-05 11:09:00,2026-01-05 12:32:00,False
MO_03421,8,CUR_M1,2026-01-05 12:32:00,2026-01-05 14:02:00,True
MO_03421,9,CUR_M3,2026-01-05 14:02:00,2026-01-05 14:13:00,False
MO_03421,10,CUR_M8,2026-01-05 14:19:00,2026-01-05 14:32:00,False
MO_03409,1,MIX_M1,2026-01-20 21:13:00,2026-01-20 21:24:00,True
MO_03409,2,CUR_M3,2026-01-20 21:57:00,2026-01-20 22:19:00,False
MO_03409,3,CUR_M7,2026-01-20 22:33:00,2026-01-20 23:13:00,False
MO_03409,4,BLD_M2,2026-01-20 23:25:00,2026-01-20 23:51:00,False
MO_03409,5,INS_M3,2026-01-21 00:34:00,2026-01-21 02:02:00,False
MO_03409,6,FIN_M2,2026-01-21 02:34:00,2026-01-21 03:02:00,True
MO_03409,7,INS_M3,2026-01-21 03:02:00,2026-01-21 03:16:00,False
MO_03406,1,BLD_M6,2026-01-20 21:45:00,2026-01-20 22:14:00,False
MO_03406,2,BLD_M2,2026-01-20 22:55:00,2026-01-20 23:30:00,False
MO_03406,3,EXT_M1,2026-01-20 23:57:00,2026-01-21 00:39:00,True
MO_03406,4,FIN_M2,2026-01-21 00:48:00,2026-01-21 01:30:00,False
MO_03406,5,BLD_M6,2026-01-21 01:30:00,2026-01-21 02:17:00,True
MO_03406,6,CUR_M5,2026-01-21 03:04:00,2026-01-21 04:04:00,False
MO_03406,7,EXT_M1,2026-01-21 04:04:00,2026-01-21 04:25:00,False
MO_03406,8,INS_M1,2026-01-21 04:59:00,2026-01-21 05:28:00,True
MO_03405,1,CAL_M2,2026-01-20 21:00:00,2026-01-20 21:12:00,False
MO_03405,2,CUR_M1,2026-01-20 21:40:00,2026-01-20 22:11:00,False
MO_03405,3,CUR_M8,2026-01-20 22:34:00,2026-01-20 23:04:00,False
MO_03405,4,BLD_M5,2026-01-20 23:30:00,2026-01-21 00:00:00,False
MO_03405,5,CUR_M8,2026-01-21 00:00:00,2026-01-21 00:17:00,False
MO_03405,6,MIX_M4,2026-01-21 01:11:00,2026-01-21 02:23:00,False
MO_03405,7,CAL_M1,2026-01-21 03:07:00,2026-01-21 03:24:00,False
MO_03405,8,MIX_M1,2026-01-21 04:11:00,2026-01-21 04:39:00,False
MO_03383,1,BLD_M6,2026-01-25 15:00:00,2026-01-25 15:23:00,False
MO_03383,2,BLD_M2,2026-01-25 15:23:00,2026-01-25 15:53:00,False
MO_03383,3,EXT_M1,2026-01-25 15:53:00,2026-01-25 16:35:00,True
MO_03383,4,FIN_M2,2026-01-25 16:35:00,2026-01-25 17:14:00,False
MO_03383,5,BLD_M6,2026-01-25 17:14:00,2026-01-25 18:01:00,True
MO_03383,6,CUR_M5,2026-01-25 18:01:00,2026-01-25 18:56:00,False
MO_03383,7,EXT_M1,2026-01-25 18:56:00,2026-01-25 19:17:00,False
MO_03383,8,INS_M1,2026-01-25 19:17:00,2026-01-25 19:46:00,True
MO_03382,1,CAL_M2,2026-01-25 15:00:00,2026-01-25 15:12:00,False
MO_03382,2,CUR_M1,2026-01-25 15:12:00,2026-01-25 15:38:00,False
MO_03382,3,CUR_M8,2026-01-25 15:38:00,2026-01-25 16:03:00,False
MO_03382,4,BLD_M5,2026-01-25 16:03:00,2026-01-25 16:31:00,False
MO_03382,5,CUR_M8,2026-01-25 16:31:00,2026-01-25 16:48:00,False
MO_03382,6,MIX_M4,2026-01-25 16:48:00,2026-01-25 17:52:00,False
MO_03382,7,CAL_M1,2026-01-25 17:52:00,2026-01-25 18:05:00,False
MO_03382,8,MIX_M1,2026-01-25 18:05:00,2026-01-25 18:27:00,False
MO_03378,1,FIN_M2,2026-01-21 02:14:00,2026-01-21 02:33:00,False
MO_03378,2,INS_M3,2026-01-21 03:25:00,2026-01-21 03:52:00,False
MO_03378,3,CUR_M6,2026-01-21 04:01:00,2026-01-21 04:18:00,False
MO_03378,4,CUR_M8,2026-01-21 05:03:00,2026-01-21 05:45:00,False
MO_03378,5,CUR_M1,2026-01-21 06:25:00,2026-01-21 07:11:00,False
MO_03378,6,FIN_M2,2026-01-21 07:11:00,2026-01-21 07:39:00,False
MO_03378,7,INS_M1,2026-01-21 08:35:00,2026-01-21 09:03:00,True
MO_03373,1,CUR_M8,2026-01-25 11:09:00,2026-01-25 11:25:00,False
MO_03373,2,BLD_M4,2026-01-25 12:20:00,2026-01-25 12:47:00,False
MO_03373,3,MIX_M2,2026-01-25 12:47:00,2026-01-25 13:23:00,False
MO_03373,4,FIN_M1,2026-01-25 13:23:00,2026-01-25 13:40:00,False
MO_03373,5,INS_M2,2026-01-25 13:40:00,2026-01-25 14:34:00,False
MO_03373,6,MIX_M1,2026-01-25 15:21:00,2026-01-25 15:42:00,False
MO_03373,7,INS_M2,2026-01-25 15:42:00,2026-01-25 16:04:00,True
MO_03371,1,FIN_M2,2026-01-25 11:58:00,2026-01-25 12:15:00,False
MO_03371,2,BLD_M4,2026-01-25 13:01:00,2026-01-25 13:30:00,False
MO_03371,3,CAL_M4,2026-01-25 13:30:00,2026-01-25 13:50:00,False
MO_03371,4,CUR_M3,2026-01-25 14:28:00,2026-01-25 15:12:00,False
MO_03371,5,MIX_M3,2026-01-25 15:12:00,2026-01-25 15:37:00,False
MO_03371,6,CUR_M1,2026-01-25 15:48:00,2026-01-25 16:32:00,False
