machine_id,start_time,end_time,is_available
CAL_M3,2025-01-04 16:00:00,2025-01-05 00:00:00,1
CAL_M3,2025-01-05 08:00:00,2025-01-05 16:00:00,1
CAL_M3,2025-01-05 16:00:00,2025-01-06 00:00:00,1
CAL_M3,2025-01-05 12:00:00,2025-01-05 14:00:00,0
CAL_M4,2025-01-01 08:00:00,2025-01-01 16:00:00,1
CAL_M4,2025-01-01 16:00:00,2025-01-02 00:00:00,1
CAL_M4,2025-01-02 08:00:00,2025-01-02 16:00:00,1
CAL_M4,2025-01-02 16:00:00,2025-01-03 00:00:00,1
CAL_M4,2025-01-03 08:00:00,2025-01-03 16:00:00,1
CAL_M4,2025-01-03 16:00:00,2025-01-04 00:00:00,1
CAL_M4,2025-01-04 08:00:00,2025-01-04 16:00:00,1
CAL_M4,2025-01-04 16:00:00,2025-01-05 00:00:00,1
CAL_M4,2025-01-05 08:00:00,2025-01-05 16:00:00,1
CAL_M4,2025-01-05 16:00:00,2025-01-06 00:00:00,1
EXT_M1,2025-01-01 08:00:00,2025-01-01 16:00:00,1
EXT_M1,2025-01-01 16:00:00,2025-01-02 00:00:00,1
EXT_M1,2025-01-02 08:00:00,2025-01-02 16:00:00,1
EXT_M1,2025-01-02 16:00:00,2025-01-03 00:00:00,1
EXT_M1,2025-01-02 12:00:00,2025-01-02 14:00:00,0
EXT_M1,2025-01-03 08:00:00,2025-01-03 16:00:00,1
EXT_M1,2025-01-03 16:00:00,2025-01-04 00:00:00,1
EXT_M1,2025-01-04 08:00:00,2025-01-04 16:00:00,1
EXT_M1,2025-01-04 16:00:00,2025-01-05 00:00:00,1
EXT_M1,2025-01-05 08:00:00,2025-01-05 16:00:00,1
EXT_M1,2025-01-05 16:00:00,2025-01-06 00:00:00,1
EXT_M2,2025-01-01 08:00:00,2025-01-01 16:00:00,1
EXT_M2,2025-01-01 16:00:00,2025-01-02 00:00:00,1
EXT_M2,2025-01-02 08:00:00,2025-01-02 16:00:00,1
EXT_M2,2025-01-02 16:00:00,2025-01-03 00:00:00,1
EXT_M2,2025-01-03 08:00:00,2025-01-03 16:00:00,1
EXT_M2,2025-01-03 16:00:00,2025-01-04 00:00:00,1
EXT_M2,2025-01-04 08:00:00,2025-01-04 16:00:00,1
EXT_M2,2025-01-04 16:00:00,2025-01-05 00:00:00,1
EXT_M2,2025-01-04 12:00:00,2025-01-04 14:00:00,0
EXT_M2,2025-01-05 08:00:00,2025-01-05 16:00:00,1
EXT_M2,2025-01-05 16:00:00,2025-01-06 00:00:00,1
EXT_M2,2025-01-05 12:00:00,2025-01-05 14:00:00,0
EXT_M3,2025-01-01 08:00:00,2025-01-01 16:00:00,1
EXT_M3,2025-01-01 16:00:00,2025-01-02 00:00:00,1
EXT_M3,2025-01-02 08:00:00,2025-01-02 16:00:00,1
EXT_M3,2025-01-02 16:00:00,2025-01-03 00:00:00,1
EXT_M3,2025-01-03 08:00:00,2025-01-03 16:00:00,1
EXT_M3,2025-01-03 16:00:00,2025-01-04 00:00:00,1
EXT_M3,2025-01-04 08:00:00,2025-01-04 16:00:00,1
EXT_M3,2025-01-04 16:00:00,2025-01-05 00:00:00,1
EXT_M3,2025-01-05 08:00:00,2025-01-05 16:00:00,1
EXT_M3,2025-01-05 16:00:00,2025-01-06 00:00:00,1
EXT_M4,2025-01-01 08:00:00,2025-01-01 16:00:00,1
EXT_M4,2025-01-01 16:00:00,2025-01-02 00:00:00,1
EXT_M4,2025-01-01 12:00:00,2025-01-01 14:00:00,0
EXT_M4,2025-01-02 08:00:00,2025-01-02 16:00:00,1
EXT_M4,2025-01-02 16:00:00,2025-01-03 00:00:00,1
EXT_M4,2025-01-03 08:00:00,2025-01-03 16:00:00,1
EXT_M4,2025-01-03 16:00:00,2025-01-04 00:00:00,1
EXT_M4,2025-01-04 08:00:00,2025-01-04 16:00:00,1
EXT_M4,2025-01-04 16:00:00,2025-01-05 00:00:00,1
EXT_M4,2025-01-05 08:00:00,2025-01-05 16:00:00,1
EXT_M4,2025-01-05 16:00:00,2025-01-06 00:00:00,1
EXT_M5,2025-01-01 08:00:00,2025-01-01 16:00:00,1
EXT_M5,2025-01-01 16:00:00,2025-01-02 00:00:00,1
EXT_M5,2025-01-02 08:00:00,2025-01-02 16:00:00,1
EXT_M5,2025-01-02 16:00:00,2025-01-03 00:00:00,1
EXT_M5,2025-01-03 08:00:00,2025-01-03 16:00:00,1
EXT_M5,2025-01-03 16:00:00,2025-01-04 00:00:00,1
EXT_M5,2025-01-04 08:00:00,2025-01-04 16:00:00,1
EXT_M5,2025-01-04 16:00:00,2025-01-05 00:00:00,1
EXT_M5,2025-01-05 08:00:00,2025-01-05 16:00:00,1
EXT_M5,2025-01-05 16:00:00,2025-01-06 00:00:00,1
EXT_M5,2025-01-05 12:00:00,2025-01-05 14:00:00,0
BLD_M1,2025-01-01 08:00:00,2025-01-01 16:00:00,1
BLD_M1,2025-01-01 16:00:00,2025-01-02 00:00:00,1
BLD_M1,2025-01-01 12:00:00,2025-01-01 14:00:00,0
BLD_M1,2025-01-02 08:00:00,2025-01-02 16:00:00,1
BLD_M1,2025-01-02 16:00:00,2025-01-03 00:00:00,1
BLD_M1,2025-01-03 08:00:00,2025-01-03 16:00:00,1
BLD_M1,2025-01-03 16:00:00,2025-01-04 00:00:00,1
BLD_M1,2025-01-04 08:00:00,2025-01-04 16:00:00,1
BLD_M1,2025-01-04 16:00:00,2025-01-05 00:00:00,1
BLD_M1,2025-01-05 08:00:00,2025-01-05 16:00:00,1
BLD_M1,2025-01-05 16:00:00,2025-01-06 00:00:00,1
BLD_M1,2025-01-05 12:00:00,2025-01-05 14:00:00,0
BLD_M2,2025-01-01 08:00:00,2025-01-01 16:00:00,1
BLD_M2,2025-01-01 16:00:00,2025-01-02 00:00:00,1
BLD_M2,2025-01-02 08:00:00,2025-01-02 16:00:00,1
BLD_M2,2025-01-02 16:00:00,2025-01-03 00:00:00,1
BLD_M2,2025-01-03 08:00:00,2025-01-03 16:00:00,1
BLD_M2,2025-01-03 16:00:00,2025-01-04 00:00:00,1
BLD_M2,2025-01-03 12:00:00,2025-01-03 14:00:00,0
BLD_M2,2025-01-04 08:00:00,2025-01-04 16:00:00,1
BLD_M2,2025-01-04 16:00:00,2025-01-05 00:00:00,1
BLD_M2,2025-01-05 08:00:00,2025-01-05 16:00:00,1
BLD_M2,2025-01-05 16:00:00,2025-01-06 00:00:00,1
BLD_M2,2025-01-05 12:00:00,2025-01-05 14:00:00,0
BLD_M3,2025-01-01 08:00:00,2025-01-01 16:00:00,1
BLD_M3,2025-01-01 16:00:00,2025-01-02 00:00:00,1
BLD_M3,2025-01-02 08:00:00,2025-01-02 16:00:00,1
BLD_M3,2025-01-02 16:00:00,2025-01-03 00:00:00,1
BLD_M3,2025-01-03 08:00:00,2025-01-03 16:00:00,1
BLD_M3,2025-01-03 16:00:00,2025-01-04 00:00:00,1
BLD_M3,2025-01-04 08:00:00,2025-01-04 16:00:00,1
BLD_M3,2025-01-04 16:00:00,2025-01-05 00:00:00,1
BLD_M3,2025-01-05 08:00:00,2025-01-05 16:00:00,1
BLD_M3,2025-01-05 16:00:00,2025-01-06 00:00:00,1
BLD_M4,2025-01-01 08:00:00,2025-01-01 16:00:00,1
BLD_M4,2025-01-01 16:00:00,2025-01-02 00:00:00,1
BLD_M4,2025-01-02 08:00:00,2025-01-02 16:00:00,1
BLD_M4,2025-01-02 16:00:00,2025-01-03 00:00:00,1
BLD_M4,2025-01-03 08:00:00,2025-01-03 16:00:00,1
BLD_M4,2025-01-03 16:00:00,2025-01-04 00:00:00,1
BLD_M4,2025-01-03 12:00:00,2025-01-03 14:00:00,0
BLD_M4,2025-01-04 08:00:00,2025-01-04 16:00:00,1
BLD_M4,2025-01-04 16:00:00,2025-01-05 00:00:00,1
BLD_M4,2025-01-05 08:00:00,2025-01-05 16:00:00,1
BLD_M4,2025-01-05 16:00:00,2025-01-06 00:00:00,1
BLD_M5,2025-01-01 08:00:00,2025-01-01 16:00:00,1
BLD_M5,2025-01-01 16:00:00,2025-01-02 00:00:00,1
BLD_M5,2025-01-02 08:00:00,2025-01-02 16:00:00,1
BLD_M5,2025-01-02 16:00:00,2025-01-03 00:00:00,1
BLD_M5,2025-01-02 12:00:00,2025-01-02 14:00:00,0
BLD_M5,2025-01-03 08:00:00,2025-01-03 16:00:00,1
BLD_M5,2025-01-03 16:00:00,2025-01-04 00:00:00,1
BLD_M5,2025-01-04 08:00:00,2025-01-04 16:00:00,1
BLD_M5,2025-01-04 16:00:00,2025-01-05 00:00:00,1
BLD_M5,2025-01-05 08:00:00,2025-01-05 16:00:00,1
BLD_M5,2025-01-05 16:00:00,2025-01-06 00:00:00,1
BLD_M6,2025-01-01 08:00:00,2025-01-01 16:00:00,1
BLD_M6,2025-01-01 16:00:00,2025-01-02 00:00:00,1
BLD_M6,2025-01-02 08:00:00,2025-01-02 16:00:00,1
BLD_M6,2025-01-02 16:00:00,2025-01-03 00:00:00,1
BLD_M6,2025-01-03 08:00:00,2025-01-03 16:00:00,1
BLD_M6,2025-01-03 16:00:00,2025-01-04 00:00:00,1
BLD_M6,2025-01-04 08:00:00,2025-01-04 16:00:00,1
BLD_M6,2025-01-04 16:00:00,2025-01-05 00:00:00,1
BLD_M6,2025-01-05 08:00:00,2025-01-05 16:00:00,1
BLD_M6,2025-01-05 16:00:00,2025-01-06 00:00:00,1
CUR_M1,2025-01-01 08:00:00,2025-01-01 16:00:00,1
CUR_M1,2025-01-01 16:00:00,2025-01-02 00:00:00,1
CUR_M1,2025-01-02 08:00:00,2025-01-02 16:00:00,1
CUR_M1,2025-01-02 16:00:00,2025-01-03 00:00:00,1
CUR_M1,2025-01-03 08:00:00,2025-01-03 16:00:00,1
CUR_M1,2025-01-03 16:00:00,2025-01-04 00:00:00,1
CUR_M1,2025-01-04 08:00:00,2025-01-04 16:00:00,1
CUR_M1,2025-01-04 16:00:00,2025-01-05 00:00:00,1
CUR_M1,2025-01-05 08:00:00,2025-01-05 16:00:00,1
CUR_M1,2025-01-05 16:00:00,2025-01-06 00:00:00,1
CUR_M1,2025-01-05 12:00:00,2025-01-05 14:00:00,0
CUR_M2,2025-01-01 08:00:00,2025-01-01 16:00:00,1
CUR_M2,2025-01-01 16:00:00,2025-01-02 00:00:00,1
CUR_M2,2025-01-02 08:00:00,2025-01-02 16:00:00,1
CUR_M2,2025-01-02 16:00:00,2025-01-03 00:00:00,1
CUR_M2,2025-01-03 08:00:00,2025-01-03 16:00:00,1
CUR_M2,2025-01-03 16:00:00,2025-01-04 00:00:00,1
CUR_M2,2025-01-04 08:00:00,2025-01-04 16:00:00,1
CUR_M2,2025-01-04 16:00:00,2025-01-05 00:00:00,1
CUR_M2,2025-01-05 08:00:00,2025-01-05 16:00:00,1
CUR_M2,2025-01-05 16:00:00,2025-01-06 00:00:00,1
CUR_M2,2025-01-05 12:00:00,2025-01-05 14:00:00,0
CUR_M3,2025-01-01 08:00:00,2025-01-01 16:00:00,1
CUR_M3,2025-01-01 16:00:00,2025-01-02 00:00:00,1
CUR_M3,2025-01-02 08:00:00,2025-01-02 16:00:00,1
CUR_M3,2025-01-02 16:00:00,2025-01-03 00:00:00,1
CUR_M3,2025-01-02 12:00:00,2025-01-02 14:00:00,0
CUR_M3,2025-01-03 08:00:00,2025-01-03 16:00:00,1
CUR_M3,2025-01-03 16:00:00,2025-01-04 00:00:00,1
CUR_M3,2025-01-04 08:00:00,2025-01-04 16:00:00,1
CUR_M3,2025-01-04 16:00:00,2025-01-05 00:00:00,1
CUR_M3,2025-01-05 08:00:00,2025-01-05 16:00:00,1
CUR_M3,2025-01-05 16:00:00,2025-01-06 00:00:00,1
CUR_M4,2025-01-01 08:00:00,2025-01-01 16:00:00,1
CUR_M4,2025-01-01 16:00:00,2025-01-02 00:00:00,1
CUR_M4,2025-01-02 08:00:00,2025-01-02 16:00:00,1
CUR_M4,2025-01-02 16:00:00,2025-01-03 00:00:00,1
CUR_M4,2025-01-02 12:00:00,2025-01-02 14:00:00,0
CUR_M4,2025-01-03 08:00:00,2025-01-03 16:00:00,1
CUR_M4,2025-01-03 16:00:00,2025-01-04 00:00:00,1
CUR_M4,2025-01-04 08:00:00,2025-01-04 16:00:00,1
CUR_M4,2025-01-04 16:00:00,2025-01-05 00:00:00,1
CUR_M4,2025-01-05 08:00:00,2025-01-05 16:00:00,1
CUR_M4,2025-01-05 16:00:00,2025-01-06 00:00:00,1
CUR_M5,2025-01-01 08:00:00,2025-01-01 16:00:00,1
CUR_M5,2025-01-01 16:00:00,2025-01-02 00:00:00,1
CUR_M5,2025-01-02 08:00:00,2025-01-02 16:00:00,1
CUR_M5,2025-01-02 16:00:00,2025-01-03 00:00:00,1
CUR_M5,2025-01-03 08:00:00,2025-01-03 16:00:00,1
CUR_M5,2025-01-03 16:00:00,2025-01-04 00:00:00,1
CUR_M5,2025-01-04 08:00:00,2025-01-04 16:00:00,1
CUR_M5,2025-01-04 16:00:00,2025-01-05 00:00:00,1
CUR_M5,2025-01-05 08:00:00,2025-01-05 16:00:00,1
CUR_M5,2025-01-05 16:00:00,2025-01-06 00:00:00,1
CUR_M6,2025-01-01 08:00:00,2025-01-01 16:00:00,1
CUR_M6,2025-01-01 16:00:00,2025-01-02 00:00:00,1
CUR_M6,2025-01-02 08:00:00,2025-01-02 16:00:00,1
CUR_M6,2025-01-02 16:00:00,2025-01-03 00:00:00,1
CUR_M6,2025-01-03 08:00:00,2025-01-03 16:00:00,1
CUR_M6,2025-01-03 16:00:00,2025-01-04 00:00:00,1
CUR_M6,2025-01-04 08:00:00,2025-01-04 16:00:00,1
CUR_M6,2025-01-04 16:00:00,2025-01-05 00:00:00,1
CUR_M6,2025-01-05 08:00:00,2025-01-05 16:00:00,1
CUR_M6,2025-01-05 16:00:00,2025-01-06 00:00:00,1
CUR_M7,2025-01-01 08:00:00,2025-01-01 16:00:00,1
CUR_M7,2025-01-01 16:00:00,2025-01-02 00:00:00,1
CUR_M7,2025-01-02 08:00:00,2025-01-02 16:00:00,1
CUR_M7,2025-01-02 16:00:00,2025-01-03 00:00:00,1
CUR_M7,2025-01-02 12:00:00,2025-01-02 14:00:00,0
CUR_M7,2025-01-03 08:00:00,2025-01-03 16:00:00,1
CUR_M7,2025-01-03 16:00:00,2025-01-04 00:00:00,1
CUR_M7,2025-01-04 08:00:00,2025-01-04 16:00:00,1
CUR_M7,2025-01-04 16:00:00,2025-01-05 00:00:00,1
CUR_M7,2025-01-05 08:00:00,2025-01-05 16:00:00,1
CUR_M7,2025-01-05 16:00:00,2025-01-06 00:00:00,1
CUR_M8,2025-01-01 08:00:00,2025-01-01 16:00:00,1
CUR_M8,2025-01-01 16:00:00,2025-01-02 00:00:00,1
CUR_M8,2025-01-01 12:00:00,2025-01-01 14:00:00,0
CUR_M8,2025-01-02 08:00:00,2025-01-02 16:00:00,1
CUR_M8,2025-01-02 16:00:00,2025-01-03 00:00:00,1
CUR_M8,2025-01-03 08:00:00,2025-01-03 16:00:00,1
CUR_M8,2025-01-03 16:00:00,2025-01-04 00:00:00,1
CUR_M8,2025-01-04 08:00:00,2025-01-04 16:00:00,1
CUR_M8,2025-01-04 16:00:00,2025-01-05 00:00:00,1
CUR_M8,2025-01-04 12:00:00,2025-01-04 14:00:00,0
CUR_M8,2025-01-05 08:00:00,2025-01-05 16:00:00,1
CUR_M8,2025-01-05 16:00:00,2025-01-06 00:00:00,1
FIN_M1,2025-01-01 08:00:00,2025-01-01 16:00:00,1
FIN_M1,2025-01-01 16:00:00,2025-01-02 00:00:00,1
FIN_M1,2025-01-02 08:00:00,2025-01-02 16:00:00,1
FIN_M1,2025-01-02 16:00:00,2025-01-03 00:00:00,1
FIN_M1,2025-01-03 08:00:00,2025-01-03 16:00:00,1
FIN_M1,2025-01-03 16:00:00,2025-01-04 00:00:00,1
FIN_M1,2025-01-03 12:00:00,2025-01-03 14:00:00,0
FIN_M1,2025-01-04 08:00:00,2025-01-04 16:00:00,1
FIN_M1,2025-01-04 16:00:00,2025-01-05 00:00:00,1
FIN_M1,2025-01-05 08:00:00,2025-01-05 16:00:00,1
FIN_M1,2025-01-05 16:00:00,2025-01-06 00:00:00,1
FIN_M2,2025-01-01 08:00:00,2025-01-01 16:00:00,1
FIN_M2,2025-01-01 16:00:00,2025-01-02 00:00:00,1
FIN_M2,2025-01-02 08:00:00,2025-01-02 16:00:00,1
FIN_M2,2025-01-02 16:00:00,2025-01-03 00:00:00,1
FIN_M2,2025-01-03 08:00:00,2025-01-03 16:00:00,1
FIN_M2,2025-01-03 16:00:00,2025-01-04 00:00:00,1
FIN_M2,2025-01-04 08:00:00,2025-01-04 16:00:00,1
FIN_M2,2025-01-04 16:00:00,2025-01-05 00:00:00,1
FIN_M2,2025-01-05 08:00:00,2025-01-05 16:00:00,1
FIN_M2,2025-01-05 16:00:00,2025-01-06 00:00:00,1
FIN_M3,2025-01-01 08:00:00,2025-01-01 16:00:00,1
FIN_M3,2025-01-01 16:00:00,2025-01-02 00:00:00,1
FIN_M3,2025-01-01 12:00:00,2025-01-01 14:00:00,0
FIN_M3,2025-01-02 08:00:00,2025-01-02 16:00:00,1
FIN_M3,2025-01-02 16:00:00,2025-01-03 00:00:00,1
FIN_M3,2025-01-03 08:00:00,2025-01-03 16:00:00,1
FIN_M3,2025-01-03 16:00:00,2025-01-04 00:00:00,1
FIN_M3,2025-01-04 08:00:00,2025-01-04 16:00:00,1
FIN_M3,2025-01-04 16:00:00,2025-01-05 00:00:00,1
FIN_M3,2025-01-04 12:00:00,2025-01-04 14:00:00,0
FIN_M3,2025-01-05 08:00:00,2025-01-05 16:00:00,1
FIN_M3,2025-01-05 16:00:00,2025-01-06 00:00:00,1
FIN_M3,2025-01-05 12:00:00,2025-01-05 14:00:00,0
FIN_M4,2025-01-01 08:00:00,2025-01-01 16:00:00,1
FIN_M4,2025-01-01 16:00:00,2025-01-02 00:00:00,1
FIN_M4,2025-01-02 08:00:00,2025-01-02 16:00:00,1
FIN_M4,2025-01-02 16:00:00,2025-01-03 00:00:00,1
FIN_M4,2025-01-02 12:00:00,2025-01-02 14:00:00,0
FIN_M4,2025-01-03 08:00:00,2025-01-03 16:00:00,1
FIN_M4,2025-01-03 16:00:00,2025-01-04 00:00:00,1
FIN_M4,2025-01-04 08:00:00,2025-01-04 16:00:00,1
FIN_M4,2025-01-04 16:00:00,2025-01-05 00:00:00,1
FIN_M4,2025-01-04 12:00:00,2025-01-04 14:00:00,0
FIN_M4,2025-01-05 08:00:00,2025-01-05 16:00:00,1
FIN_M4,2025-01-05 16:00:00,2025-01-06 00:00:00,1
INS_M1,2025-01-01 08:00:00,2025-01-01 16:00:00,1
INS_M1,2025-01-01 16:00:00,2025-01-02 00:00:00,1
INS_M1,2025-01-02 08:00:00,2025-01-02 16:00:00,1
INS_M1,2025-01-02 16:00:00,2025-01-03 00:00:00,1
INS_M1,2025-01-03 08:00:00,2025-01-03 16:00:00,1
INS_M1,2025-01-03 16:00:00,2025-01-04 00:00:00,1
INS_M1,2025-01-04 08:00:00,2025-01-04 16:00:00,1
INS_M1,2025-01-04 16:00:00,2025-01-05 00:00:00,1
INS_M1,2025-01-04 12:00:00,2025-01-04 14:00:00,0
INS_M1,2025-01-05 08:00:00,2025-01-05 16:00:00,1
INS_M1,2025-01-05 16:00:00,2025-01-06 00:00:00,1
INS_M2,2025-01-01 08:00:00,2025-01-01 16:00:00,1
INS_M2,2025-01-01 16:00:00,2025-01-02 00:00:00,1
INS_M2,2025-01-02 08:00:00,2025-01-02 16:00:00,1
INS_M2,2025-01-02 16:00:00,2025-01-03 00:00:00,1
INS_M2,2025-01-03 08:00:00,2025-01-03 16:00:00,1
INS_M2,2025-01-03 16:00:00,2025-01-04 00:00:00,1
INS_M2,2025-01-03 12:00:00,2025-01-03 14:00:00,0
INS_M2,2025-01-04 08:00:00,2025-01-04 16:00:00,1
INS_M2,2025-01-04 16:00:00,2025-01-05 00:00:00,1
INS_M2,2025-01-04 12:00:00,2025-01-04 14:00:00,0
INS_M2,2025-01-05 08:00:00,2025-01-05 16:00:00,1
INS_M2,2025-01-05 16:00:00,2025-01-06 00:00:00,1
INS_M3,2025-01-01 08:00:00,2025-01-01 16:00:00,1
INS_M3,2025-01-01 16:00:00,2025-01-02 00:00:00,1
INS_M3,2025-01-01 12:00:00,2025-01-01 14:00:00,0
INS_M3,2025-01-02 08:00:00,2025-01-02 16:00:00,1
INS_M3,2025-01-02 16:00:00,2025-01-03 00:00:00,1
INS_M3,2025-01-03 08:00:00,2025-01-03 16:00:00,1
INS_M3,2025-01-03 16:00:00,2025-01-04 00:00:00,1
INS_M3,2025-01-04 08:00:00,2025-01-04 16:00:00,1
INS_M3,2025-01-04 16:00:00,2025-01-05 00:00:00,1
INS_M3,2025-01-05 08:00:00,2025-01-05 16:00:00,1
INS_M3,2025-01-05 16:00:00,2025-01-06 00:00:00,1
