order_id,product_id,quantity,order_date,due_date,release_time,material_available_time,penalty_per_hour,level
MO_00059,TYRE_0081,384,2026-01-16,2026-01-21 12:00:00,2026-01-15 23:00:00,2026-01-16 00:00:00,12,2
MO_00060,TYRE_0048,100,2026-01-14,2026-01-20 00:00:00,2026-01-14 07:00:00,2026-01-16 03:00:00,11,0
MO_00061,TYRE_0120,76,2026-01-12,2026-01-24 00:00:00,2026-01-13 01:00:00,2026-01-15 11:00:00,31,0
MO_00062,TYRE_0080,76,2026-01-12,2026-01-23 20:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,31,1
MO_00063,TYRE_0017,76,2026-01-12,2026-01-23 12:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,31,2
MO_00064,TYRE_0066,228,2026-01-12,2026-01-23 00:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,31,3
MO_00065,TYRE_0135,76,2026-01-12,2026-01-23 00:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,31,3
MO_00066,TYRE_0035,80,2026-01-19,2026-01-22 00:00:00,2026-01-20 15:00:00,2026-01-20 17:00:00,94,0
MO_00067,TYRE_0006,240,2026-01-19,2026-01-21 20:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,94,1
MO_00068,TYRE_0080,80,2026-01-19,2026-01-21 20:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,94,1
MO_00069,TYRE_0017,80,2026-01-19,2026-01-21 12:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,94,2
MO_00070,TYRE_0066,240,2026-01-19,2026-01-21 00:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,94,3
MO_00071,TYRE_0135,80,2026-01-19,2026-01-21 00:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,94,3
MO_00072,TYRE_0116,86,2026-01-23,2026-01-28 00:00:00,2026-01-23 10:00:00,2026-01-25 00:00:00,79,0
MO_00073,TYRE_0042,17,2026-01-15,2026-01-22 00:00:00,2026-01-15 20:00:00,2026-01-17 22:00:00,80,0
MO_00074,TYRE_0120,68,2026-01-15,2026-01-21 20:00:00,2026-01-14 23:00:00,2026-01-15 00:00:00,80,1
MO_00075,TYRE_0080,68,2026-01-15,2026-01-21 12:00:00,2026-01-14 23:00:00,2026-01-15 00:00:00,80,2
MO_00076,TYRE_0017,68,2026-01-15,2026-01-21 00:00:00,2026-01-14 23:00:00,2026-01-15 00:00:00,80,3
MO_00077,TYRE_0078,68,2026-01-15,2026-01-21 20:00:00,2026-01-14 23:00:00,2026-01-15 00:00:00,80,1
MO_00078,TYRE_0022,136,2026-01-15,2026-01-21 12:00:00,2026-01-14 23:00:00,2026-01-15 00:00:00,80,2
MO_00079,TYRE_0033,204,2026-01-15,2026-01-21 12:00:00,2026-01-14 23:00:00,2026-01-15 00:00:00,80,2
MO_00080,TYRE_0035,25,2026-01-28,2026-01-31 00:00:00,2026-01-28 04:00:00,2026-01-28 11:00:00,15,0
MO_00081,TYRE_0006,75,2026-01-28,2026-01-30 20:00:00,2026-01-27 23:00:00,2026-01-28 00:00:00,15,1
MO_00082,TYRE_0080,25,2026-01-28,2026-01-30 20:00:00,2026-01-27 23:00:00,2026-01-28 00:00:00,15,1
MO_00083,TYRE_0017,25,2026-01-28,2026-01-30 12:00:00,2026-01-27 23:00:00,2026-01-28 00:00:00,15,2
MO_00084,TYRE_0066,75,2026-01-28,2026-01-30 00:00:00,2026-01-27 23:00:00,2026-01-28 00:00:00,15,3
MO_00085,TYRE_0135,25,2026-01-28,2026-01-30 00:00:00,2026-01-27 23:00:00,2026-01-28 00:00:00,15,3
MO_00086,TYRE_0048,66,2026-01-02,2026-01-17 00:00:00,2026-01-03 15:00:00,2026-01-05 12:00:00,59,0
MO_00087,TYRE_0073,16,2026-01-02,2026-01-06 00:00:00,2026-01-03 01:00:00,2026-01-05 18:00:00,53,0
MO_00088,TYRE_0122,32,2026-01-02,2026-01-05 20:00:00,2026-01-01 23:00:00,2026-01-02 00:00:00,53,1
MO_00089,TYRE_0112,96,2026-01-02,2026-01-05 12:00:00,2026-01-01 23:00:00,2026-01-02 00:00:00,53,2
MO_00090,TYRE_0028,96,2026-01-02,2026-01-05 00:00:00,2026-01-01 23:00:00,2026-01-02 00:00:00,53,3
MO_00091,TYRE_0084,288,2026-01-02,2026-01-05 00:00:00,2026-01-01 23:00:00,2026-01-02 00:00:00,53,3
MO_00092,TYRE_0059,27,2026-01-23,2026-01-27 00:00:00,2026-01-23 20:00:00,2026-01-24 01:00:00,17,0
MO_00093,TYRE_0071,27,2026-01-23,2026-01-26 20:00:00,2026-01-22 23:00:00,2026-01-23 00:00:00,17,1
MO_00094,TYRE_0043,27,2026-01-23,2026-01-26 12:00:00,2026-01-22 23:00:00,2026-01-23 00:00:00,17,2
MO_00095,TYRE_0014,54,2026-01-23,2026-01-26 20:00:00,2026-01-22 23:00:00,2026-01-23 00:00:00,17,1
MO_00096,TYRE_0108,55,2026-01-22,2026-01-23 00:00:00,2026-01-21 23:00:00,2026-01-22 00:00:00,33,0
MO_00097,TYRE_0127,110,2026-01-22,2026-01-22 20:00:00,2026-01-21 23:00:00,2026-01-22 00:00:00,33,1
MO_00098,TYRE_0142,440,2026-01-22,2026-01-22 12:00:00,2026-01-21 23:00:00,2026-01-22 00:00:00,33,2
MO_00099,TYRE_0011,330,2026-01-22,2026-01-22 12:00:00,2026-01-21 23:00:00,2026-01-22 00:00:00,33,2
MO_00100,TYRE_0112,660,2026-01-22,2026-01-22 00:00:00,2026-01-21 00:00:00,2026-01-22 00:00:00,33,3
MO_00101,TYRE_0039,990,2026-01-22,2026-01-22 00:00:00,2026-01-21 00:00:00,2026-01-22 00:00:00,33,3
MO_00102,TYRE_0047,9,2026-01-19,2026-01-31 00:00:00,2026-01-19 16:00:00,2026-01-21 08:00:00,36,0
MO_00103,TYRE_0090,36,2026-01-19,2026-01-30 20:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,36,1
MO_00104,TYRE_0127,144,2026-01-19,2026-01-30 12:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,36,2
MO_00105,TYRE_0142,576,2026-01-19,2026-01-30 00:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,36,3
MO_00106,TYRE_0011,432,2026-01-19,2026-01-30 00:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,36,3
MO_00107,TYRE_0110,18,2026-01-19,2026-01-30 20:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,36,1
MO_00108,TYRE_0042,54,2026-01-19,2026-01-30 12:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,36,2
MO_00109,TYRE_0120,216,2026-01-19,2026-01-30 00:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,36,3
MO_00110,TYRE_0078,216,2026-01-19,2026-01-30 00:00:00,2026-01-18 23:00:00,2026-01-19 00:00:00,36,3
MO_00111,TYRE_0080,41,2026-01-25,2026-01-31 00:00:00,2026-01-26 12:00:00,2026-01-28 17:00:00,62,0
MO_00112,TYRE_0017,41,2026-01-25,2026-01-30 20:00:00,2026-01-24 23:00:00,2026-01-25 00:00:00,62,1
MO_00113,TYRE_0066,123,2026-01-25,2026-01-30 12:00:00,2026-01-24 23:00:00,2026-01-25 00:00:00,62,2
MO_00114,TYRE_0011,246,2026-01-25,2026-01-30 00:00:00,2026-01-24 23:00:00,2026-01-25 00:00:00,62,3
MO_00115,TYRE_0010,123,2026-01-25,2026-01-30 00:00:00,2026-01-24 23:00:00,2026-01-25 00:00:00,62,3
MO_00116,TYRE_0135,41,2026-01-25,2026-01-30 12:00:00,2026-01-24 23:00:00,2026-01-25 00:00:00,62,2
MO_00117,TYRE_0082,82,2026-01-25,2026-01-30 00:00:00,2026-01-24 23:00:00,2026-01-25 00:00:00,62,3
MO_00118,TYRE_0081,82,2026-01-25,2026-01-30 00:00:00,2026-01-24 23:00:00,2026-01-25 00:00:00,62,3
MO_00119,TYRE_0085,22,2026-01-26,2026-02-02 00:00:00,2026-01-26 01:00:00,2026-01-27 17:00:00,60,0
MO_00120,TYRE_0119,47,2026-01-30,2026-02-03 00:00:00,2026-01-31 22:00:00,2026-02-02 21:00:00,37,0
MO_00121,TYRE_0121,188,2026-01-30,2026-02-02 20:00:00,2026-01-29 23:00:00,2026-01-30 00:00:00,37,1
MO_00122,TYRE_0021,752,2026-01-30,2026-02-02 12:00:00,2026-01-29 23:00:00,2026-01-30 00:00:00,37,2
MO_00123,TYRE_0070,1504,2026-01-30,2026-02-02 00:00:00,2026-01-29 23:00:00,2026-01-30 00:00:00,37,3
MO_00124,TYRE_0096,2256,2026-01-30,2026-02-02 00:00:00,2026-01-29 23:00:00,2026-01-30 00:00:00,37,3
MO_00125,TYRE_0109,6,2026-01-29,2026-02-03 00:00:00,2026-01-30 15:00:00,2026-02-02 12:00:00,68,0
MO_00126,TYRE_0027,6,2026-01-29,2026-02-02 20:00:00,2026-01-28 23:00:00,2026-01-29 00:00:00,68,1
MO_00127,TYRE_0007,18,2026-01-29,2026-02-02 12:00:00,2026-01-28 23:00:00,2026-01-29 00:00:00,68,2
MO_00128,TYRE_0146,54,2026-01-29,2026-02-02 00:00:00,2026-01-28 23:00:00,2026-01-29 00:00:00,68,3
MO_00129,TYRE_0074,54,2026-01-29,2026-02-02 00:00:00,2026-01-28 23:00:00,2026-01-29 00:00:00,68,3
MO_00130,TYRE_0083,24,2026-01-29,2026-02-02 20:00:00,2026-01-28 23:00:00,2026-01-29 00:00:00,68,1
MO_00131,TYRE_0075,27,2026-01-22,2026-01-27 00:00:00,2026-01-23 03:00:00,2026-01-24 05:00:00,78,0
MO_00132,TYRE_0118,108,2026-01-22,2026-01-26 20:00:00,2026-01-21 23:00:00,2026-01-22 00:00:00,78,1
MO_00133,TYRE_0085,70,2026-01-26,2026-02-09 00:00:00,2026-01-27 02:00:00,2026-01-29 00:00:00,92,0
MO_00134,TYRE_0135,22,2026-01-26,2026-01-31 00:00:00,2026-01-27 15:00:00,2026-01-28 13:00:00,82,0
MO_00135,TYRE_0082,44,2026-01-26,2026-01-30 20:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,82,1
MO_00136,TYRE_0081,44,2026-01-26,2026-01-30 20:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,82,1
MO_00137,TYRE_0048,54,2026-01-22,2026-01-28 00:00:00,2026-01-22 00:00:00,2026-01-22 13:00:00,34,0
MO_00138,TYRE_0143,43,2026-01-17,2026-01-23 00:00:00,2026-01-18 21:00:00,2026-01-21 09:00:00,53,0
MO_00139,TYRE_0094,172,2026-01-17,2026-01-22 20:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,53,1
MO_00140,TYRE_0080,51,2026-01-20,2026-01-23 00:00:00,2026-01-20 10:00:00,2026-01-22 00:00:00,56,0
MO_00141,TYRE_0017,51,2026-01-20,2026-01-22 20:00:00,2026-01-19 23:00:00,2026-01-20 00:00:00,56,1
MO_00142,TYRE_0066,153,2026-01-20,2026-01-22 12:00:00,2026-01-19 23:00:00,2026-01-20 00:00:00,56,2
MO_00143,TYRE_0011,306,2026-01-20,2026-01-22 00:00:00,2026-01-19 23:00:00,2026-01-20 00:00:00,56,3
MO_00144,TYRE_0010,153,2026-01-20,2026-01-22 00:00:00,2026-01-19 23:00:00,2026-01-20 00:00:00,56,3
MO_00145,TYRE_0135,51,2026-01-20,2026-01-22 12:00:00,2026-01-19 23:00:00,2026-01-20 00:00:00,56,2
MO_00146,TYRE_0082,102,2026-01-20,2026-01-22 00:00:00,2026-01-19 23:00:00,2026-01-20 00:00:00,56,3
MO_00147,TYRE_0081,102,2026-01-20,2026-01-22 00:00:00,2026-01-19 23:00:00,2026-01-20 00:00:00,56,3
MO_00148,TYRE_0015,44,2026-01-10,2026-01-17 00:00:00,2026-01-11 14:00:00,2026-01-12 14:00:00,22,0
MO_00149,TYRE_0010,176,2026-01-10,2026-01-16 20:00:00,2026-01-09 23:00:00,2026-01-10 00:00:00,22,1
MO_00150,TYRE_0025,352,2026-01-10,2026-01-16 12:00:00,2026-01-09 23:00:00,2026-01-10 00:00:00,22,2
MO_00151,TYRE_0037,352,2026-01-10,2026-01-16 00:00:00,2026-01-09 23:00:00,2026-01-10 00:00:00,22,3
MO_00152,TYRE_0115,704,2026-01-10,2026-01-16 00:00:00,2026-01-09 23:00:00,2026-01-10 00:00:00,22,3
MO_00153,TYRE_0070,44,2026-01-10,2026-01-16 20:00:00,2026-01-09 23:00:00,2026-01-10 00:00:00,22,1
MO_00154,TYRE_0027,132,2026-01-10,2026-01-16 12:00:00,2026-01-09 23:00:00,2026-01-10 00:00:00,22,2
MO_00155,TYRE_0007,396,2026-01-10,2026-01-16 00:00:00,2026-01-09 23:00:00,2026-01-10 00:00:00,22,3
MO_00156,TYRE_0091,132,2026-01-10,2026-01-16 12:00:00,2026-01-09 23:00:00,2026-01-10 00:00:00,22,2
MO_00157,TYRE_0124,264,2026-01-10,2026-01-16 00:00:00,2026-01-09 23:00:00,2026-01-10 00:00:00,22,3
MO_00158,TYRE_0055,93,2026-01-06,2026-01-12 00:00:00,2026-01-06 17:00:00,2026-01-09 09:00:00,62,0
MO_00159,TYRE_0009,372,2026-01-06,2026-01-11 20:00:00,2026-01-05 23:00:00,2026-01-06 00:00:00,62,1
MO_00160,TYRE_0053,186,2026-01-06,2026-01-11 20:00:00,2026-01-05 23:00:00,2026-01-06 00:00:00,62,1
MO_00161,TYRE_0122,558,2026-01-06,2026-01-11 12:00:00,2026-01-05 23:00:00,2026-01-06 00:00:00,62,2
MO_00162,TYRE_0112,1674,2026-01-06,2026-01-11 00:00:00,2026-01-05 23:00:00,2026-01-06 00:00:00,62,3
MO_00163,TYRE_0110,372,2026-01-06,2026-01-11 12:00:00,2026-01-05 23:00:00,2026-01-06 00:00:00,62,2
MO_00164,TYRE_0042,1116,2026-01-06,2026-01-11 00:00:00,2026-01-05 23:00:00,2026-01-06 00:00:00,62,3
MO_00165,TYRE_0048,83,2026-01-15,2026-01-28 00:00:00,2026-01-16 02:00:00,2026-01-17 01:00:00,62,0
MO_00166,TYRE_0126,100,2026-01-22,2026-01-29 00:00:00,2026-01-23 22:00:00,2026-01-26 02:00:00,46,0
MO_00167,TYRE_0089,200,2026-01-22,2026-01-28 20:00:00,2026-01-21 23:00:00,2026-01-22 00:00:00,46,1
MO_00168,TYRE_0095,73,2026-01-11,2026-01-18 00:00:00,2026-01-11 09:00:00,2026-01-13 10:00:00,72,0
MO_00169,TYRE_0055,72,2026-01-28,2026-02-01 00:00:00,2026-01-29 11:00:00,2026-01-29 11:00:00,75,0
MO_00170,TYRE_0009,288,2026-01-28,2026-01-31 20:00:00,2026-01-27 23:00:00,2026-01-28 00:00:00,75,1
MO_00171,TYRE_0053,144,2026-01-28,2026-01-31 20:00:00,2026-01-27 23:00:00,2026-01-28 00:00:00,75,1
MO_00172,TYRE_0122,432,2026-01-28,2026-01-31 12:00:00,2026-01-27 23:00:00,2026-01-28 00:00:00,75,2
MO_00173,TYRE_0112,1296,2026-01-28,2026-01-31 00:00:00,2026-01-27 23:00:00,2026-01-28 00:00:00,75,3
MO_00174,TYRE_0110,288,2026-01-28,2026-01-31 12:00:00,2026-01-27 23:00:00,2026-01-28 00:00:00,75,2
MO_00175,TYRE_0042,864,2026-01-28,2026-01-31 00:00:00,2026-01-27 23:00:00,2026-01-28 00:00:00,75,3
MO_00176,TYRE_0061,12,2026-01-05,2026-01-09 00:00:00,2026-01-05 20:00:00,2026-01-07 10:00:00,49,0
MO_00177,TYRE_0095,36,2026-01-05,2026-01-08 20:00:00,2026-01-04 23:00:00,2026-01-05 00:00:00,49,1
MO_00178,TYRE_0129,26,2026-01-01,2026-01-06 00:00:00,2026-01-02 03:00:00,2026-01-03 22:00:00,87,0
MO_00179,TYRE_0091,52,2026-01-01,2026-01-05 20:00:00,2025-12-31 23:00:00,2026-01-01 00:00:00,87,1
MO_00180,TYRE_0124,104,2026-01-01,2026-01-05 12:00:00,2025-12-31 23:00:00,2026-01-01 00:00:00,87,2
MO_00181,TYRE_0089,416,2026-01-01,2026-01-05 00:00:00,2025-12-31 23:00:00,2026-01-01 00:00:00,87,3
MO_00182,TYRE_0124,26,2026-01-01,2026-01-05 20:00:00,2025-12-31 23:00:00,2026-01-01 00:00:00,87,1
MO_00183,TYRE_0089,104,2026-01-01,2026-01-05 12:00:00,2025-12-31 23:00:00,2026-01-01 00:00:00,87,2
MO_00184,TYRE_0118,96,2026-01-08,2026-01-13 00:00:00,2026-01-08 00:00:00,2026-01-08 04:00:00,70,0
MO_00185,TYRE_0113,12,2026-01-21,2026-02-05 00:00:00,2026-01-21 13:00:00,2026-01-24 08:00:00,15,0
MO_00186,TYRE_0043,24,2026-01-21,2026-02-04 20:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,15,1
MO_00187,TYRE_0019,24,2026-01-21,2026-02-04 20:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,15,1
MO_00188,TYRE_0123,24,2026-01-21,2026-02-04 12:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,15,2
MO_00189,TYRE_0048,48,2026-01-21,2026-02-04 00:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,15,3
MO_00190,TYRE_0118,76,2026-01-28,2026-02-01 00:00:00,2026-01-28 19:00:00,2026-01-31 18:00:00,34,0
MO_00191,TYRE_0090,55,2026-01-12,2026-01-16 00:00:00,2026-01-12 08:00:00,2026-01-15 00:00:00,55,0
MO_00192,TYRE_0127,220,2026-01-12,2026-01-15 20:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,55,1
MO_00193,TYRE_0142,880,2026-01-12,2026-01-15 12:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,55,2
MO_00194,TYRE_0011,660,2026-01-12,2026-01-15 12:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,55,2
MO_00195,TYRE_0112,1320,2026-01-12,2026-01-15 00:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,55,3
MO_00196,TYRE_0039,1980,2026-01-12,2026-01-15 00:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,55,3
MO_00197,TYRE_0043,10,2026-01-12,2026-01-16 00:00:00,2026-01-13 20:00:00,2026-01-14 10:00:00,40,0
MO_00198,TYRE_0061,13,2026-01-05,2026-01-06 00:00:00,2026-01-05 00:00:00,2026-01-05 00:00:00,89,0
MO_00199,TYRE_0095,39,2026-01-05,2026-01-05 20:00:00,2026-01-04 20:00:00,2026-01-05 00:00:00,89,1
MO_00200,TYRE_0120,28,2026-01-07,2026-01-09 00:00:00,2026-01-07 03:00:00,2026-01-07 08:00:00,72,0
MO_00201,TYRE_0080,28,2026-01-07,2026-01-08 20:00:00,2026-01-06 23:00:00,2026-01-07 00:00:00,72,1
MO_00202,TYRE_0017,28,2026-01-07,2026-01-08 12:00:00,2026-01-06 23:00:00,2026-01-07 00:00:00,72,2
MO_00203,TYRE_0066,84,2026-01-07,2026-01-08 00:00:00,2026-01-06 23:00:00,2026-01-07 00:00:00,72,3
MO_00204,TYRE_0135,28,2026-01-07,2026-01-08 00:00:00,2026-01-06 23:00:00,2026-01-07 00:00:00,72,3
MO_00205,TYRE_0107,62,2026-01-04,2026-01-11 00:00:00,2026-01-05 12:00:00,2026-01-08 05:00:00,77,0
MO_00206,TYRE_0058,248,2026-01-04,2026-01-10 20:00:00,2026-01-03 23:00:00,2026-01-04 00:00:00,77,1
MO_00207,TYRE_0138,744,2026-01-04,2026-01-10 12:00:00,2026-01-03 23:00:00,2026-01-04 00:00:00,77,2
MO_00208,TYRE_0060,62,2026-01-04,2026-01-10 20:00:00,2026-01-03 23:00:00,2026-01-04 00:00:00,77,1
MO_00209,TYRE_0059,186,2026-01-04,2026-01-10 12:00:00,2026-01-03 23:00:00,2026-01-04 00:00:00,77,2
MO_00210,TYRE_0071,186,2026-01-04,2026-01-10 00:00:00,2026-01-03 23:00:00,2026-01-04 00:00:00,77,3
