machine_id,product_id,eligible
MIX_M1,TYRE_0071,1
MIX_M1,TYRE_0072,1
MIX_M1,TYRE_0073,0
MIX_M1,TYRE_0074,0
MIX_M1,TYRE_0075,1
MIX_M1,TYRE_0076,1
MIX_M1,TYRE_0077,1
MIX_M1,TYRE_0078,1
MIX_M1,TYRE_0079,1
MIX_M1,TYRE_0080,1
MIX_M1,TYRE_0081,0
MIX_M1,TYRE_0082,1
MIX_M1,TYRE_0083,1
MIX_M1,TYRE_0084,1
MIX_M1,TYRE_0085,1
MIX_M1,TYRE_0086,0
MIX_M1,TYRE_0087,0
MIX_M1,TYRE_0088,0
MIX_M1,TYRE_0089,1
MIX_M1,TYRE_0090,1
MIX_M1,TYRE_0091,1
MIX_M1,TYRE_0092,1
MIX_M1,TYRE_0093,1
MIX_M1,TYRE_0094,1
MIX_M1,TYRE_0095,1
MIX_M1,TYRE_0096,1
MIX_M1,TYRE_0097,0
MIX_M1,TYRE_0098,1
MIX_M1,TYRE_0099,1
MIX_M1,TYRE_0100,1
MIX_M1,TYRE_0101,1
MIX_M1,TYRE_0102,1
MIX_M1,TYRE_0103,0
MIX_M1,TYRE_0104,0
MIX_M1,TYRE_0105,1
MIX_M1,TYRE_0106,1
MIX_M1,TYRE_0107,1
MIX_M1,TYRE_0108,1
MIX_M1,TYRE_0109,1
MIX_M1,TYRE_0110,1
MIX_M1,TYRE_0111,1
MIX_M1,TYRE_0112,1
MIX_M1,TYRE_0113,1
MIX_M1,TYRE_0114,1
MIX_M1,TYRE_0115,1
MIX_M1,TYRE_0116,0
MIX_M1,TYRE_0117,1
MIX_M1,TYRE_0118,1
MIX_M1,TYRE_0119,1
MIX_M1,TYRE_0120,1
MIX_M1,TYRE_0121,1
MIX_M1,TYRE_0122,0
MIX_M1,TYRE_0123,1
MIX_M1,TYRE_0124,1
MIX_M1,TYRE_0125,1
MIX_M1,TYRE_0126,0
MIX_M1,TYRE_0127,1
MIX_M1,TYRE_0128,1
MIX_M1,TYRE_0129,0
MIX_M1,TYRE_0130,1
MIX_M1,TYRE_0131,1
MIX_M1,TYRE_0132,1
MIX_M1,TYRE_0133,1
MIX_M1,TYRE_0134,1
MIX_M1,TYRE_0135,0
MIX_M1,TYRE_0136,1
MIX_M1,TYRE_0137,1
MIX_M1,TYRE_0138,1
MIX_M1,TYRE_0139,1
MIX_M1,TYRE_0140,1
MIX_M1,TYRE_0141,0
MIX_M1,TYRE_0142,1
MIX_M1,TYRE_0143,1
MIX_M1,TYRE_0144,0
MIX_M1,TYRE_0145,0
MIX_M1,TYRE_0146,1
MIX_M1,TYRE_0147,1
MIX_M1,TYRE_0148,1
MIX_M1,TYRE_0149,1
MIX_M2,TYRE_0000,1
MIX_M2,TYRE_0001,1
MIX_M2,TYRE_0002,1
MIX_M2,TYRE_0003,1
MIX_M2,TYRE_0004,1
MIX_M2,TYRE_0005,1
MIX_M2,TYRE_0006,1
MIX_M2,TYRE_0007,1
MIX_M2,TYRE_0008,0
MIX_M2,TYRE_0009,1
MIX_M2,TYRE_0010,1
MIX_M2,TYRE_0011,1
MIX_M2,TYRE_0012,1
MIX_M2,TYRE_0013,1
MIX_M2,TYRE_0014,1
MIX_M2,TYRE_0015,1
MIX_M2,TYRE_0016,1
MIX_M2,TYRE_0017,0
MIX_M2,TYRE_0018,1
MIX_M2,TYRE_0019,1
MIX_M2,TYRE_0020,1
MIX_M2,TYRE_0021,1
MIX_M2,TYRE_0022,0
MIX_M2,TYRE_0023,1
MIX_M2,TYRE_0024,1
MIX_M2,TYRE_0025,1
MIX_M2,TYRE_0026,1
MIX_M2,TYRE_0027,0
MIX_M2,TYRE_0028,1
MIX_M2,TYRE_0029,1
MIX_M2,TYRE_0030,1
MIX_M2,TYRE_0031,1
MIX_M2,TYRE_0032,1
MIX_M2,TYRE_0033,1
MIX_M2,TYRE_0034,1
MIX_M2,TYRE_0035,1
MIX_M2,TYRE_0036,0
MIX_M2,TYRE_0037,0
MIX_M2,TYRE_0038,1
MIX_M2,TYRE_0039,0
MIX_M2,TYRE_0040,1
MIX_M2,TYRE_0041,0
MIX_M2,TYRE_0042,1
MIX_M2,TYRE_0043,1
MIX_M2,TYRE_0044,1
MIX_M2,TYRE_0045,1
MIX_M2,TYRE_0046,1
MIX_M2,TYRE_0047,1
MIX_M2,TYRE_0048,1
MIX_M2,TYRE_0049,1
MIX_M2,TYRE_0050,0
MIX_M2,TYRE_0051,1
MIX_M2,TYRE_0052,1
MIX_M2,TYRE_0053,1
MIX_M2,TYRE_0054,1
MIX_M2,TYRE_0055,0
MIX_M2,TYRE_0056,0
MIX_M2,TYRE_0057,1
MIX_M2,TYRE_0058,1
MIX_M2,TYRE_0059,0
MIX_M2,TYRE_0060,1
MIX_M2,TYRE_0061,1
MIX_M2,TYRE_0062,1
MIX_M2,TYRE_0063,1
MIX_M2,TYRE_0064,1
MIX_M2,TYRE_0065,1
MIX_M2,TYRE_0066,0
MIX_M2,TYRE_0067,0
MIX_M2,TYRE_0068,0
MIX_M2,TYRE_0069,1
MIX_M2,TYRE_0070,1
MIX_M2,TYRE_0071,1
MIX_M2,TYRE_0072,1
MIX_M2,TYRE_0073,1
MIX_M2,TYRE_0074,1
MIX_M2,TYRE_0075,1
MIX_M2,TYRE_0076,1
MIX_M2,TYRE_0077,0
MIX_M2,TYRE_0078,1
MIX_M2,TYRE_0079,0
MIX_M2,TYRE_0080,1
MIX_M2,TYRE_0081,1
MIX_M2,TYRE_0082,1
MIX_M2,TYRE_0083,1
MIX_M2,TYRE_0084,0
MIX_M2,TYRE_0085,0
MIX_M2,TYRE_0086,1
MIX_M2,TYRE_0087,1
MIX_M2,TYRE_0088,1
MIX_M2,TYRE_0089,1
MIX_M2,TYRE_0090,0
MIX_M2,TYRE_0091,1
MIX_M2,TYRE_0092,1
MIX_M2,TYRE_0093,1
MIX_M2,TYRE_0094,1
MIX_M2,TYRE_0095,1
MIX_M2,TYRE_0096,1
MIX_M2,TYRE_0097,1
MIX_M2,TYRE_0098,1
MIX_M2,TYRE_0099,0
MIX_M2,TYRE_0100,1
MIX_M2,TYRE_0101,1
MIX_M2,TYRE_0102,1
MIX_M2,TYRE_0103,1
MIX_M2,TYRE_0104,1
MIX_M2,TYRE_0105,1
MIX_M2,TYRE_0106,0
MIX_M2,TYRE_0107,1
MIX_M2,TYRE_0108,1
MIX_M2,TYRE_0109,1
MIX_M2,TYRE_0110,0
MIX_M2,TYRE_0111,1
MIX_M2,TYRE_0112,1
MIX_M2,TYRE_0113,1
MIX_M2,TYRE_0114,1
MIX_M2,TYRE_0115,0
MIX_M2,TYRE_0116,0
MIX_M2,TYRE_0117,1
MIX_M2,TYRE_0118,1
MIX_M2,TYRE_0119,1
MIX_M2,TYRE_0120,1
MIX_M2,TYRE_0121,0
MIX_M2,TYRE_0122,1
MIX_M2,TYRE_0123,1
MIX_M2,TYRE_0124,0
MIX_M2,TYRE_0125,1
MIX_M2,TYRE_0126,1
MIX_M2,TYRE_0127,1
MIX_M2,TYRE_0128,1
MIX_M2,TYRE_0129,0
MIX_M2,TYRE_0130,1
MIX_M2,TYRE_0131,1
MIX_M2,TYRE_0132,1
MIX_M2,TYRE_0133,1
MIX_M2,TYRE_0134,1
MIX_M2,TYRE_0135,1
MIX_M2,TYRE_0136,1
MIX_M2,TYRE_0137,1
MIX_M2,TYRE_0138,1
MIX_M2,TYRE_0139,1
MIX_M2,TYRE_0140,1
MIX_M2,TYRE_0141,1
MIX_M2,TYRE_0142,1
MIX_M2,TYRE_0143,1
MIX_M2,TYRE_0144,1
MIX_M2,TYRE_0145,0
MIX_M2,TYRE_0146,0
MIX_M2,TYRE_0147,1
MIX_M2,TYRE_0148,1
MIX_M2,TYRE_0149,0
MIX_M3,TYRE_0000,1
MIX_M3,TYRE_0001,1
MIX_M3,TYRE_0002,1
MIX_M3,TYRE_0003,1
MIX_M3,TYRE_0004,1
MIX_M3,TYRE_0005,1
MIX_M3,TYRE_0006,1
MIX_M3,TYRE_0007,1
MIX_M3,TYRE_0008,1
MIX_M3,TYRE_0009,1
MIX_M3,TYRE_0010,1
MIX_M3,TYRE_0011,1
MIX_M3,TYRE_0012,1
MIX_M3,TYRE_0013,1
MIX_M3,TYRE_0014,0
MIX_M3,TYRE_0015,0
MIX_M3,TYRE_0016,1
MIX_M3,TYRE_0017,0
MIX_M3,TYRE_0018,0
MIX_M3,TYRE_0019,1
MIX_M3,TYRE_0020,1
MIX_M3,TYRE_0021,1
MIX_M3,TYRE_0022,1
MIX_M3,TYRE_0023,1
MIX_M3,TYRE_0024,1
MIX_M3,TYRE_0025,1
MIX_M3,TYRE_0026,1
MIX_M3,TYRE_0027,0
MIX_M3,TYRE_0028,1
MIX_M3,TYRE_0029,0
MIX_M3,TYRE_0030,1
MIX_M3,TYRE_0031,0
MIX_M3,TYRE_0032,1
MIX_M3,TYRE_0033,1
MIX_M3,TYRE_0034,1
MIX_M3,TYRE_0035,1
MIX_M3,TYRE_0036,1
MIX_M3,TYRE_0037,1
MIX_M3,TYRE_0038,0
MIX_M3,TYRE_0039,1
MIX_M3,TYRE_0040,1
MIX_M3,TYRE_0041,1
MIX_M3,TYRE_0042,1
MIX_M3,TYRE_0043,1
MIX_M3,TYRE_0044,0
MIX_M3,TYRE_0045,1
MIX_M3,TYRE_0046,1
MIX_M3,TYRE_0047,1
MIX_M3,TYRE_0048,0
MIX_M3,TYRE_0049,1
MIX_M3,TYRE_0050,0
MIX_M3,TYRE_0051,0
MIX_M3,TYRE_0052,1
MIX_M3,TYRE_0053,1
MIX_M3,TYRE_0054,0
MIX_M3,TYRE_0055,1
MIX_M3,TYRE_0056,1
MIX_M3,TYRE_0057,1
MIX_M3,TYRE_0058,0
MIX_M3,TYRE_0059,1
MIX_M3,TYRE_0060,1
MIX_M3,TYRE_0061,0
MIX_M3,TYRE_0062,1
MIX_M3,TYRE_0063,1
MIX_M3,TYRE_0064,0
MIX_M3,TYRE_0065,1
MIX_M3,TYRE_0066,1
MIX_M3,TYRE_0067,1
MIX_M3,TYRE_0068,1
MIX_M3,TYRE_0069,0
MIX_M3,TYRE_0070,0
MIX_M3,TYRE_0071,1
MIX_M3,TYRE_0072,1
MIX_M3,TYRE_0073,1
MIX_M3,TYRE_0074,1
MIX_M3,TYRE_0075,0
MIX_M3,TYRE_0076,1
MIX_M3,TYRE_0077,1
MIX_M3,TYRE_0078,1
MIX_M3,TYRE_0079,1
MIX_M3,TYRE_0080,0
MIX_M3,TYRE_0081,1
MIX_M3,TYRE_0082,1
MIX_M3,TYRE_0083,0
MIX_M3,TYRE_0084,1
MIX_M3,TYRE_0085,1
MIX_M3,TYRE_0086,1
MIX_M3,TYRE_0087,1
MIX_M3,TYRE_0088,1
MIX_M3,TYRE_0089,1
MIX_M3,TYRE_0090,0
MIX_M3,TYRE_0091,1
MIX_M3,TYRE_0092,1
MIX_M3,TYRE_0093,1
MIX_M3,TYRE_0094,1
MIX_M3,TYRE_0095,1
MIX_M3,TYRE_0096,1
MIX_M3,TYRE_0097,1
MIX_M3,TYRE_0098,1
MIX_M3,TYRE_0099,1
MIX_M3,TYRE_0100,1
MIX_M3,TYRE_0101,0
MIX_M3,TYRE_0102,1
MIX_M3,TYRE_0103,1
MIX_M3,TYRE_0104,1
MIX_M3,TYRE_0105,1
MIX_M3,TYRE_0106,1
MIX_M3,TYRE_0107,1
MIX_M3,TYRE_0108,1
MIX_M3,TYRE_0109,0
MIX_M3,TYRE_0110,1
MIX_M3,TYRE_0111,0
MIX_M3,TYRE_0112,1
MIX_M3,TYRE_0113,1
MIX_M3,TYRE_0114,1
MIX_M3,TYRE_0115,0
MIX_M3,TYRE_0116,1
MIX_M3,TYRE_0117,1
MIX_M3,TYRE_0118,1
MIX_M3,TYRE_0119,0
MIX_M3,TYRE_0120,1
MIX_M3,TYRE_0121,0
MIX_M3,TYRE_0122,1
MIX_M3,TYRE_0123,1
MIX_M3,TYRE_0124,1
MIX_M3,TYRE_0125,1
MIX_M3,TYRE_0126,1
MIX_M3,TYRE_0127,1
MIX_M3,TYRE_0128,0
MIX_M3,TYRE_0129,1
MIX_M3,TYRE_0130,0
MIX_M3,TYRE_0131,0
MIX_M3,TYRE_0132,0
MIX_M3,TYRE_0133,1
MIX_M3,TYRE_0134,1
MIX_M3,TYRE_0135,1
MIX_M3,TYRE_0136,1
MIX_M3,TYRE_0137,0
MIX_M3,TYRE_0138,1
MIX_M3,TYRE_0139,1
MIX_M3,TYRE_0140,1
MIX_M3,TYRE_0141,1
MIX_M3,TYRE_0142,1
MIX_M3,TYRE_0143,1
MIX_M3,TYRE_0144,1
MIX_M3,TYRE_0145,1
MIX_M3,TYRE_0146,1
MIX_M3,TYRE_0147,1
MIX_M3,TYRE_0148,1
MIX_M3,TYRE_0149,1
MIX_M4,TYRE_0000,1
MIX_M4,TYRE_0001,1
MIX_M4,TYRE_0002,0
MIX_M4,TYRE_0003,1
MIX_M4,TYRE_0004,1
MIX_M4,TYRE_0005,1
MIX_M4,TYRE_0006,1
MIX_M4,TYRE_0007,1
MIX_M4,TYRE_0008,1
MIX_M4,TYRE_0009,1
MIX_M4,TYRE_0010,1
MIX_M4,TYRE_0011,1
MIX_M4,TYRE_0012,1
MIX_M4,TYRE_0013,1
MIX_M4,TYRE_0014,1
MIX_M4,TYRE_0015,0
MIX_M4,TYRE_0016,0
MIX_M4,TYRE_0017,1
MIX_M4,TYRE_0018,1
MIX_M4,TYRE_0019,1
MIX_M4,TYRE_0020,1
MIX_M4,TYRE_0021,1
MIX_M4,TYRE_0022,1
MIX_M4,TYRE_0023,1
MIX_M4,TYRE_0024,1
MIX_M4,TYRE_0025,1
MIX_M4,TYRE_0026,0
MIX_M4,TYRE_0027,1
MIX_M4,TYRE_0028,0
MIX_M4,TYRE_0029,1
MIX_M4,TYRE_0030,1
MIX_M4,TYRE_0031,1
MIX_M4,TYRE_0032,1
MIX_M4,TYRE_0033,0
MIX_M4,TYRE_0034,1
MIX_M4,TYRE_0035,1
MIX_M4,TYRE_0036,1
MIX_M4,TYRE_0037,1
MIX_M4,TYRE_0038,1
MIX_M4,TYRE_0039,1
MIX_M4,TYRE_0040,1
MIX_M4,TYRE_0041,1
MIX_M4,TYRE_0042,1
MIX_M4,TYRE_0043,1
MIX_M4,TYRE_0044,1
MIX_M4,TYRE_0045,1
MIX_M4,TYRE_0046,1
MIX_M4,TYRE_0047,1
MIX_M4,TYRE_0048,1
MIX_M4,TYRE_0049,1
MIX_M4,TYRE_0050,1
MIX_M4,TYRE_0051,0
MIX_M4,TYRE_0052,1
MIX_M4,TYRE_0053,1
MIX_M4,TYRE_0054,0
MIX_M4,TYRE_0055,1
MIX_M4,TYRE_0056,1
MIX_M4,TYRE_0057,1
MIX_M4,TYRE_0058,1
MIX_M4,TYRE_0059,1
MIX_M4,TYRE_0060,1
MIX_M4,TYRE_0061,1
MIX_M4,TYRE_0062,1
MIX_M4,TYRE_0063,1
MIX_M4,TYRE_0064,0
MIX_M4,TYRE_0065,0
MIX_M4,TYRE_0066,1
MIX_M4,TYRE_0067,0
MIX_M4,TYRE_0068,1
MIX_M4,TYRE_0069,1
MIX_M4,TYRE_0070,1
MIX_M4,TYRE_0071,1
MIX_M4,TYRE_0072,1
MIX_M4,TYRE_0073,1
MIX_M4,TYRE_0074,0
MIX_M4,TYRE_0075,1
MIX_M4,TYRE_0076,1
MIX_M4,TYRE_0077,1
MIX_M4,TYRE_0078,1
MIX_M4,TYRE_0079,1
MIX_M4,TYRE_0080,1
MIX_M4,TYRE_0081,0
MIX_M4,TYRE_0082,0
MIX_M4,TYRE_0083,1
MIX_M4,TYRE_0084,1
MIX_M4,TYRE_0085,1
MIX_M4,TYRE_0086,0
MIX_M4,TYRE_0087,0
MIX_M4,TYRE_0088,1
MIX_M4,TYRE_0089,1
MIX_M4,TYRE_0090,1
MIX_M4,TYRE_0091,0
MIX_M4,TYRE_0092,1
MIX_M4,TYRE_0093,1
MIX_M4,TYRE_0094,1
MIX_M4,TYRE_0095,1
MIX_M4,TYRE_0096,1
MIX_M4,TYRE_0097,1
MIX_M4,TYRE_0098,1
MIX_M4,TYRE_0099,1
MIX_M4,TYRE_0100,1
MIX_M4,TYRE_0101,0
MIX_M4,TYRE_0102,1
MIX_M4,TYRE_0103,0
MIX_M4,TYRE_0104,0
MIX_M4,TYRE_0105,1
MIX_M4,TYRE_0106,1
MIX_M4,TYRE_0107,1
MIX_M4,TYRE_0108,0
MIX_M4,TYRE_0109,1
MIX_M4,TYRE_0110,1
MIX_M4,TYRE_0111,1
MIX_M4,TYRE_0112,1
MIX_M4,TYRE_0113,1
MIX_M4,TYRE_0114,1
MIX_M4,TYRE_0115,1
MIX_M4,TYRE_0116,1
MIX_M4,TYRE_0117,1
MIX_M4,TYRE_0118,1
MIX_M4,TYRE_0119,0
MIX_M4,TYRE_0120,1
MIX_M4,TYRE_0121,1
MIX_M4,TYRE_0122,1
MIX_M4,TYRE_0123,0
MIX_M4,TYRE_0124,1
MIX_M4,TYRE_0125,1
MIX_M4,TYRE_0126,1
MIX_M4,TYRE_0127,0
MIX_M4,TYRE_0128,1
MIX_M4,TYRE_0129,0
MIX_M4,TYRE_0130,0
MIX_M4,TYRE_0131,1
MIX_M4,TYRE_0132,1
MIX_M4,TYRE_0133,1
MIX_M4,TYRE_0134,0
MIX_M4,TYRE_0135,1
MIX_M4,TYRE_0136,1
MIX_M4,TYRE_0137,1
MIX_M4,TYRE_0138,0
MIX_M4,TYRE_0139,1
MIX_M4,TYRE_0140,1
MIX_M4,TYRE_0141,1
MIX_M4,TYRE_0142,1
MIX_M4,TYRE_0143,1
MIX_M4,TYRE_0144,0
MIX_M4,TYRE_0145,1
MIX_M4,TYRE_0146,1
MIX_M4,TYRE_0147,1
MIX_M4,TYRE_0148,1
MIX_M4,TYRE_0149,1
CAL_M1,TYRE_0000,1
CAL_M1,TYRE_0001,1
CAL_M1,TYRE_0002,1
CAL_M1,TYRE_0003,1
CAL_M1,TYRE_0004,1
CAL_M1,TYRE_0005,1
CAL_M1,TYRE_0006,1
CAL_M1,TYRE_0007,1
CAL_M1,TYRE_0008,1
CAL_M1,TYRE_0009,1
CAL_M1,TYRE_0010,1
CAL_M1,TYRE_0011,1
CAL_M1,TYRE_0012,0
CAL_M1,TYRE_0013,1
CAL_M1,TYRE_0014,0
CAL_M1,TYRE_0015,0
CAL_M1,TYRE_0016,1
CAL_M1,TYRE_0017,1
CAL_M1,TYRE_0018,0
CAL_M1,TYRE_0019,1
CAL_M1,TYRE_0020,1
CAL_M1,TYRE_0021,1
CAL_M1,TYRE_0022,0
CAL_M1,TYRE_0023,1
CAL_M1,TYRE_0024,1
CAL_M1,TYRE_0025,1
CAL_M1,TYRE_0026,1
CAL_M1,TYRE_0027,1
CAL_M1,TYRE_0028,1
CAL_M1,TYRE_0029,1
CAL_M1,TYRE_0030,1
CAL_M1,TYRE_0031,1
CAL_M1,TYRE_0032,1
CAL_M1,TYRE_0033,1
CAL_M1,TYRE_0034,0
CAL_M1,TYRE_0035,1
CAL_M1,TYRE_0036,1
CAL_M1,TYRE_0037,1
CAL_M1,TYRE_0038,1
CAL_M1,TYRE_0039,1
CAL_M1,TYRE_0040,0
CAL_M1,TYRE_0041,1
CAL_M1,TYRE_0042,1
CAL_M1,TYRE_0043,0
CAL_M1,TYRE_0044,1
CAL_M1,TYRE_0045,1
CAL_M1,TYRE_0046,1
CAL_M1,TYRE_0047,1
CAL_M1,TYRE_0048,1
CAL_M1,TYRE_0049,1
CAL_M1,TYRE_0050,0
CAL_M1,TYRE_0051,1
CAL_M1,TYRE_0052,0
CAL_M1,TYRE_0053,1
CAL_M1,TYRE_0054,1
CAL_M1,TYRE_0055,1
CAL_M1,TYRE_0056,1
CAL_M1,TYRE_0057,1
CAL_M1,TYRE_0058,1
CAL_M1,TYRE_0059,1
CAL_M1,TYRE_0060,1
CAL_M1,TYRE_0061,0
CAL_M1,TYRE_0062,1
CAL_M1,TYRE_0063,0
CAL_M1,TYRE_0064,1
CAL_M1,TYRE_0065,1
CAL_M1,TYRE_0066,1
CAL_M1,TYRE_0067,0
CAL_M1,TYRE_0068,1
CAL_M1,TYRE_0069,1
CAL_M1,TYRE_0070,1
CAL_M1,TYRE_0071,1
CAL_M1,TYRE_0072,1
CAL_M1,TYRE_0073,1
CAL_M1,TYRE_0074,1
CAL_M1,TYRE_0075,1
CAL_M1,TYRE_0076,1
CAL_M1,TYRE_0077,1
CAL_M1,TYRE_0078,1
CAL_M1,TYRE_0079,1
CAL_M1,TYRE_0080,1
CAL_M1,TYRE_0081,1
CAL_M1,TYRE_0082,0
CAL_M1,TYRE_0083,1
CAL_M1,TYRE_0084,1
CAL_M1,TYRE_0085,1
CAL_M1,TYRE_0086,1
CAL_M1,TYRE_0087,1
CAL_M1,TYRE_0088,1
CAL_M1,TYRE_0089,1
CAL_M1,TYRE_0090,1
CAL_M1,TYRE_0091,1
CAL_M1,TYRE_0092,1
CAL_M1,TYRE_0093,1
CAL_M1,TYRE_0094,1
CAL_M1,TYRE_0095,0
CAL_M1,TYRE_0096,1
CAL_M1,TYRE_0097,1
CAL_M1,TYRE_0098,1
CAL_M1,TYRE_0099,1
CAL_M1,TYRE_0100,1
CAL_M1,TYRE_0101,1
CAL_M1,TYRE_0102,1
CAL_M1,TYRE_0103,1
CAL_M1,TYRE_0104,1
CAL_M1,TYRE_0105,1
CAL_M1,TYRE_0106,1
CAL_M1,TYRE_0107,1
CAL_M1,TYRE_0108,0
CAL_M1,TYRE_0109,1
CAL_M1,TYRE_0110,1
CAL_M1,TYRE_0111,0
CAL_M1,TYRE_0112,1
CAL_M1,TYRE_0113,0
CAL_M1,TYRE_0114,1
CAL_M1,TYRE_0115,1
CAL_M1,TYRE_0116,1
CAL_M1,TYRE_0117,0
CAL_M1,TYRE_0118,1
CAL_M1,TYRE_0119,0
CAL_M1,TYRE_0120,1
CAL_M1,TYRE_0121,1
CAL_M1,TYRE_0122,1
CAL_M1,TYRE_0123,0
CAL_M1,TYRE_0124,0
CAL_M1,TYRE_0125,0
CAL_M1,TYRE_0126,1
CAL_M1,TYRE_0127,1
CAL_M1,TYRE_0128,1
CAL_M1,TYRE_0129,1
CAL_M1,TYRE_0130,1
CAL_M1,TYRE_0131,1
CAL_M1,TYRE_0132,1
CAL_M1,TYRE_0133,1
CAL_M1,TYRE_0134,0
CAL_M1,TYRE_0135,1
CAL_M1,TYRE_0136,1
CAL_M1,TYRE_0137,1
CAL_M1,TYRE_0138,1
CAL_M1,TYRE_0139,1
CAL_M1,TYRE_0140,1
CAL_M1,TYRE_0141,1
CAL_M1,TYRE_0142,0
CAL_M1,TYRE_0143,0
CAL_M1,TYRE_0144,1
CAL_M1,TYRE_0145,1
CAL_M1,TYRE_0146,1
CAL_M1,TYRE_0147,1
CAL_M1,TYRE_0148,1
CAL_M1,TYRE_0149,1
CAL_M2,TYRE_0000,0
CAL_M2,TYRE_0001,1
CAL_M2,TYRE_0002,1
CAL_M2,TYRE_0003,1
CAL_M2,TYRE_0004,1
CAL_M2,TYRE_0005,1
CAL_M2,TYRE_0006,1
CAL_M2,TYRE_0007,0
CAL_M2,TYRE_0008,1
CAL_M2,TYRE_0009,0
CAL_M2,TYRE_0010,1
CAL_M2,TYRE_0011,1
CAL_M2,TYRE_0012,1
CAL_M2,TYRE_0013,1
CAL_M2,TYRE_0014,1
CAL_M2,TYRE_0015,1
CAL_M2,TYRE_0016,1
CAL_M2,TYRE_0017,1
CAL_M2,TYRE_0018,1
CAL_M2,TYRE_0019,1
CAL_M2,TYRE_0020,1
CAL_M2,TYRE_0021,1
CAL_M2,TYRE_0022,1
CAL_M2,TYRE_0023,1
CAL_M2,TYRE_0024,1
CAL_M2,TYRE_0025,1
CAL_M2,TYRE_0026,0
CAL_M2,TYRE_0027,1
CAL_M2,TYRE_0028,1
CAL_M2,TYRE_0029,1
CAL_M2,TYRE_0030,1
CAL_M2,TYRE_0031,0
CAL_M2,TYRE_0032,0
CAL_M2,TYRE_0033,1
CAL_M2,TYRE_0034,1
CAL_M2,TYRE_0035,1
CAL_M2,TYRE_0036,1
CAL_M2,TYRE_0037,1
CAL_M2,TYRE_0038,0
CAL_M2,TYRE_0039,1
CAL_M2,TYRE_0040,1
CAL_M2,TYRE_0041,1
CAL_M2,TYRE_0042,1
CAL_M2,TYRE_0043,0
CAL_M2,TYRE_0044,1
CAL_M2,TYRE_0045,1
CAL_M2,TYRE_0046,1
CAL_M2,TYRE_0047,1
CAL_M2,TYRE_0048,1
CAL_M2,TYRE_0049,1
CAL_M2,TYRE_0050,0
CAL_M2,TYRE_0051,1
CAL_M2,TYRE_0052,1
CAL_M2,TYRE_0053,0
CAL_M2,TYRE_0054,1
CAL_M2,TYRE_0055,1
CAL_M2,TYRE_0056,0
CAL_M2,TYRE_0057,1
CAL_M2,TYRE_0058,1
CAL_M2,TYRE_0059,1
CAL_M2,TYRE_0060,0
CAL_M2,TYRE_0061,1
CAL_M2,TYRE_0062,0
CAL_M2,TYRE_0063,1
CAL_M2,TYRE_0064,1
CAL_M2,TYRE_0065,0
CAL_M2,TYRE_0066,0
CAL_M2,TYRE_0067,0
CAL_M2,TYRE_0068,1
CAL_M2,TYRE_0069,0
CAL_M2,TYRE_0070,1
CAL_M2,TYRE_0071,1
