product_id,operation_seq,department,machine_id,proc_time_min,setup_family,buffer_id,transfer_time_min,is_primary,efficiency
TYRE_0001,1,MIX,BLD_M6,13.477291989281262,TYRE_0001,BUF_SEC_5,5,0,1.2613809965325684
TYRE_0001,2,CAL,CAL_M1,32.0,TYRE_0001,BUF_SEC_1,11,1,1.0
TYRE_0001,2,CAL,FIN_M4,37.80746093398443,TYRE_0001,BUF_SEC_1,11,0,0.8463937860274502
TYRE_0001,2,CAL,EXT_M4,24.925877977969364,TYRE_0001,BUF_SEC_1,11,0,1.2838063328514675
TYRE_0001,3,CAL,CAL_M2,37.0,TYRE_0001,BUF_SEC_1,8,1,1.0
TYRE_0001,3,CAL,FIN_M4,39.73970974890999,TYRE_0001,BUF_SEC_1,8,0,0.9310586371611551
TYRE_0001,4,EXT,EXT_M5,28.0,TYRE_0001,BUF_SEC_3,7,1,1.0
TYRE_0001,4,EXT,CUR_M5,26.004501682752153,TYRE_0001,BUF_SEC_3,7,0,1.0767366489691816
TYRE_0001,4,EXT,FIN_M1,34.290009405802536,TYRE_0001,BUF_SEC_3,7,0,0.8165643721072253
TYRE_0001,5,EXT,EXT_M2,29.0,TYRE_0001,BUF_SEC_5,14,1,1.0
TYRE_0001,5,EXT,MIX_M3,25.899625120500442,TYRE_0001,BUF_SEC_5,14,0,1.1197073264603163
TYRE_0001,5,EXT,INS_M2,37.036476265494564,TYRE_0001,BUF_SEC_5,14,0,0.7830118554506807
TYRE_0001,6,BLD,BLD_M5,28.0,TYRE_0001,BUF_SEC_1,1,1,1.0
TYRE_0001,6,BLD,EXT_M2,26.93285753081823,TYRE_0001,BUF_SEC_1,1,0,1.039622326296446
TYRE_0001,7,CUR,CUR_M1,88.0,TYRE_0001,BUF_SEC_3,6,1,1.0
TYRE_0001,7,CUR,CUR_M5,80.34943391965783,TYRE_0001,BUF_SEC_3,6,0,1.095216178971367
TYRE_0001,7,CUR,EXT_M1,110.30877407991503,TYRE_0001,BUF_SEC_3,6,0,0.7977606562488577
TYRE_0001,7,CUR,BLD_M5,118.54386400445598,TYRE_0001,BUF_SEC_3,6,0,0.7423412484402578
TYRE_0001,8,CUR,CUR_M3,84.0,TYRE_0001,BUF_SEC_1,3,1,1.0
TYRE_0001,8,CUR,BLD_M3,75.7460853207442,TYRE_0001,BUF_SEC_1,3,0,1.108968201383674
TYRE_0001,8,CUR,CUR_M2,92.88185099474774,TYRE_0001,BUF_SEC_1,3,0,0.904374741678544
TYRE_0001,8,CUR,CAL_M2,98.0830924225569,TYRE_0001,BUF_SEC_1,3,0,0.8564167169415419
TYRE_0001,9,FIN,FIN_M4,20.0,TYRE_0001,BUF_SEC_3,4,1,1.0
TYRE_0001,9,FIN,BLD_M5,16.72416322957952,TYRE_0001,BUF_SEC_3,4,0,1.195874479664645
TYRE_0001,9,FIN,CUR_M4,22.42077661863628,TYRE_0001,BUF_SEC_3,4,0,0.892029760618367
TYRE_0001,9,FIN,MIX_M2,16.164046488405834,TYRE_0001,BUF_SEC_3,4,0,1.2373139370977202
TYRE_0001,10,INS,INS_M2,14.0,TYRE_0001,BUF_SEC_1,14,1,1.0
TYRE_0001,10,INS,MIX_M1,12.58067350024415,TYRE_0001,BUF_SEC_1,14,0,1.1128180061050235
TYRE_0002,1,MIX,MIX_M2,20.0,TYRE_0002,BUF_SEC_1,3,1,1.0
TYRE_0002,1,MIX,EXT_M4,20.952649822709997,TYRE_0002,BUF_SEC_1,3,0,0.9545332055481858
TYRE_0002,1,MIX,INS_M1,16.0795922959927,TYRE_0002,BUF_SEC_1,3,0,1.2438126310568416
TYRE_0002,2,CAL,CAL_M1,17.0,TYRE_0002,BUF_SEC_2,7,1,1.0
TYRE_0002,2,CAL,CUR_M2,20.479818932216826,TYRE_0002,BUF_SEC_2,7,0,0.8300854639518946
TYRE_0002,2,CAL,EXT_M2,19.390978015309823,TYRE_0002,BUF_SEC_2,7,0,0.8766963681036579
TYRE_0002,2,CAL,CUR_M6,13.102131325451573,TYRE_0002,BUF_SEC_2,7,0,1.2974988250176225
TYRE_0002,3,EXT,EXT_M4,18.0,TYRE_0002,BUF_SEC_1,3,1,1.0
TYRE_0002,3,EXT,CAL_M3,14.236912226465456,TYRE_0002,BUF_SEC_1,3,0,1.26431909628123
TYRE_0002,3,EXT,BLD_M2,18.947698816203747,TYRE_0002,BUF_SEC_1,3,0,0.9499834346430875
TYRE_0002,4,EXT,EXT_M3,42.0,TYRE_0002,BUF_SEC_1,5,1,1.0
TYRE_0002,4,EXT,MIX_M4,37.66719396910153,TYRE_0002,BUF_SEC_1,5,0,1.1150286383013472
TYRE_0002,5,BLD,BLD_M3,39.0,TYRE_0002,BUF_SEC_2,7,1,1.0
TYRE_0002,5,BLD,EXT_M3,32.53191125559204,TYRE_0002,BUF_SEC_2,7,0,1.1988228940375008
TYRE_0002,6,CUR,CUR_M5,42.0,TYRE_0002,BUF_SEC_4,8,1,1.0
TYRE_0002,6,CUR,EXT_M1,33.70021724659361,TYRE_0002,BUF_SEC_4,8,0,1.2462827670419638
TYRE_0002,6,CUR,EXT_M5,47.793767385233394,TYRE_0002,BUF_SEC_4,8,0,0.8787756709251703
TYRE_0002,7,FIN,FIN_M4,27.0,TYRE_0002,BUF_SEC_3,3,1,1.0
TYRE_0002,7,FIN,CUR_M6,24.533530288184778,TYRE_0002,BUF_SEC_3,3,0,1.1005346431126164
TYRE_0002,7,FIN,CUR_M8,33.60750741500452,TYRE_0002,BUF_SEC_3,3,0,0.8033919227209778
TYRE_0002,8,INS,INS_M1,22.0,TYRE_0002,BUF_SEC_4,3,1,1.0
TYRE_0002,8,INS,CAL_M3,26.64697716672368,TYRE_0002,BUF_SEC_4,3,0,0.8256095940020262
TYRE_0002,8,INS,FIN_M4,23.85384286390375,TYRE_0002,BUF_SEC_4,3,0,0.9222832616748292
TYRE_0003,1,MIX,MIX_M1,27.0,TYRE_0003,BUF_SEC_1,6,1,1.0
TYRE_0003,1,MIX,CAL_M4,32.65330589680469,TYRE_0003,BUF_SEC_1,6,0,0.8268688041979267
TYRE_0003,1,MIX,BLD_M3,30.117175512496914,TYRE_0003,BUF_SEC_1,6,0,0.8964984113067488
TYRE_0003,2,CAL,CAL_M3,41.0,TYRE_0003,BUF_SEC_3,4,1,1.0
TYRE_0003,2,CAL,CUR_M7,53.871559542182325,TYRE_0003,BUF_SEC_3,4,0,0.7610694835722422
TYRE_0003,3,EXT,EXT_M5,43.0,TYRE_0003,BUF_SEC_5,2,1,1.0
TYRE_0003,3,EXT,BLD_M4,52.24491947234793,TYRE_0003,BUF_SEC_5,2,0,0.8230465360896755
TYRE_0003,3,EXT,CUR_M3,33.57286033936196,TYRE_0003,BUF_SEC_5,2,0,1.2807964399025407
TYRE_0003,4,BLD,BLD_M3,38.0,TYRE_0003,BUF_SEC_4,11,1,1.0
TYRE_0003,4,BLD,EXT_M1,35.93777393629027,TYRE_0003,BUF_SEC_4,11,0,1.0573832443647067
TYRE_0003,4,BLD,BLD_M6,38.65930691023891,TYRE_0003,BUF_SEC_4,11,0,0.982945713130095
TYRE_0003,4,BLD,FIN_M3,40.122286457868256,TYRE_0003,BUF_SEC_4,11,0,0.9471045484883611
TYRE_0003,5,CUR,CUR_M4,85.0,TYRE_0003,BUF_SEC_5,12,1,1.0
TYRE_0003,5,CUR,MIX_M4,80.72297352844632,TYRE_0003,BUF_SEC_5,12,0,1.052984005477034
TYRE_0003,5,CUR,CAL_M3,76.59111936364718,TYRE_0003,BUF_SEC_5,12,0,1.1097892380502794
TYRE_0003,6,FIN,FIN_M1,11.0,TYRE_0003,BUF_SEC_3,4,1,1.0
TYRE_0003,6,FIN,EXT_M3,10.537503597666733,TYRE_0003,BUF_SEC_3,4,0,1.0438905095544333
TYRE_0003,6,FIN,CUR_M1,8.470559153834323,TYRE_0003,BUF_SEC_3,4,0,1.298615569554306
TYRE_0003,6,FIN,CUR_M2,9.553239522782848,TYRE_0003,BUF_SEC_3,4,0,1.1514418720232937
TYRE_0003,7,INS,INS_M3,17.0,TYRE_0003,BUF_SEC_3,7,1,1.0
TYRE_0003,7,INS,CAL_M3,21.014671662877063,TYRE_0003,BUF_SEC_3,7,0,0.8089586300808553
TYRE_0004,1,MIX,MIX_M3,12.0,TYRE_0004,BUF_SEC_3,4,1,1.0
TYRE_0004,1,MIX,BLD_M6,15.736710571921499,TYRE_0004,BUF_SEC_3,4,0,0.7625481796310857
TYRE_0004,1,MIX,BLD_M4,9.96459430847345,TYRE_0004,BUF_SEC_3,4,0,1.2042637791882538
TYRE_0004,2,CAL,CAL_M2,42.0,TYRE_0004,BUF_SEC_5,3,1,1.0
TYRE_0004,2,CAL,EXT_M3,36.76146386922989,TYRE_0004,BUF_SEC_5,3,0,1.142500748865849
TYRE_0004,2,CAL,FIN_M3,43.23964763965309,TYRE_0004,BUF_SEC_5,3,0,0.9713307645338842
TYRE_0004,2,CAL,EXT_M5,50.31368825058793,TYRE_0004,BUF_SEC_5,3,0,0.8347628937639892
TYRE_0004,3,EXT,EXT_M1,27.0,TYRE_0004,BUF_SEC_1,9,1,1.0
TYRE_0004,3,EXT,CUR_M4,32.80346486635813,TYRE_0004,BUF_SEC_1,9,0,0.8230837842892043
TYRE_0004,3,EXT,MIX_M2,33.152727408578045,TYRE_0004,BUF_SEC_1,9,0,0.8144126323981999
TYRE_0004,3,EXT,BLD_M3,37.39975822232151,TYRE_0004,BUF_SEC_1,9,0,0.7219298007088569
TYRE_0004,4,BLD,BLD_M3,34.0,TYRE_0004,BUF_SEC_3,7,1,1.0
TYRE_0004,4,BLD,EXT_M1,40.54159381858388,TYRE_0004,BUF_SEC_3,7,0,0.8386448779528428
TYRE_0004,4,BLD,CUR_M4,30.82123229212749,TYRE_0004,BUF_SEC_3,7,0,1.103135646159237
TYRE_0004,5,CUR,CUR_M6,50.0,TYRE_0004,BUF_SEC_3,2,1,1.0
TYRE_0004,5,CUR,CUR_M3,40.11635662188308,TYRE_0004,BUF_SEC_3,2,0,1.2463744021241823
TYRE_0004,6,FIN,FIN_M3,21.0,TYRE_0004,BUF_SEC_4,6,1,1.0
TYRE_0004,6,FIN,EXT_M5,22.30412139450107,TYRE_0004,BUF_SEC_4,6,0,0.9415300261581883
TYRE_0004,7,INS,INS_M1,18.0,TYRE_0004,BUF_SEC_1,13,1,1.0
TYRE_0004,7,INS,BLD_M1,16.668845377138847,TYRE_0004,BUF_SEC_1,13,0,1.0798588380144685
TYRE_0005,1,MIX,MIX_M1,29.0,TYRE_0005,BUF_SEC_5,5,1,1.0
TYRE_0005,1,MIX,INS_M2,40.35007833503863,TYRE_0005,BUF_SEC_5,5,0,0.7187098810367708
TYRE_0005,2,CAL,CAL_M2,32.0,TYRE_0005,BUF_SEC_5,8,1,1.0
TYRE_0005,2,CAL,EXT_M5,42.55188284257145,TYRE_0005,BUF_SEC_5,8,0,0.7520231271173101
TYRE_0005,2,CAL,MIX_M4,25.099959100684025,TYRE_0005,BUF_SEC_5,8,0,1.2749024758023584
TYRE_0005,2,CAL,CUR_M4,27.7047774120098,TYRE_0005,BUF_SEC_5,8,0,1.1550354483674088
TYRE_0005,3,EXT,EXT_M2,20.0,TYRE_0005,BUF_SEC_5,9,1,1.0
TYRE_0005,3,EXT,FIN_M3,20.31429195872279,TYRE_0005,BUF_SEC_5,9,0,0.9845285299944783
TYRE_0005,3,EXT,CUR_M8,16.43080802322507,TYRE_0005,BUF_SEC_5,9,0,1.217225590593588
TYRE_0005,3,EXT,MIX_M4,16.573720700659678,TYRE_0005,BUF_SEC_5,9,0,1.2067296391210423
TYRE_0005,4,BLD,BLD_M4,32.0,TYRE_0005,BUF_SEC_5,5,1,1.0
TYRE_0005,4,BLD,BLD_M5,39.4436597155952,TYRE_0005,BUF_SEC_5,5,0,0.8112837457460335
TYRE_0005,4,BLD,CUR_M4,34.394610055113986,TYRE_0005,BUF_SEC_5,5,0,0.9303783339518354
TYRE_0005,5,CUR,CUR_M5,80.0,TYRE_0005,BUF_SEC_2,3,1,1.0
TYRE_0005,5,CUR,EXT_M3,72.21595946863239,TYRE_0005,BUF_SEC_2,3,0,1.107788369615842
TYRE_0005,5,CUR,CUR_M7,96.27507722160712,TYRE_0005,BUF_SEC_2,3,0,0.8309523327190385
TYRE_0005,5,CUR,CAL_M2,62.993281173387786,TYRE_0005,BUF_SEC_2,3,0,1.2699767103701354
TYRE_0005,6,FIN,FIN_M2,20.0,TYRE_0005,BUF_SEC_1,9,1,1.0
TYRE_0005,6,FIN,FIN_M1,16.256573850896288,TYRE_0005,BUF_SEC_1,9,0,1.2302715309780554
TYRE_0005,7,INS,INS_M1,17.0,TYRE_0005,BUF_SEC_3,14,1,1.0
TYRE_0005,7,INS,CAL_M3,19.566440451168134,TYRE_0005,BUF_SEC_3,14,0,0.8688345763465161
TYRE_0005,7,INS,BLD_M3,19.962670830066543,TYRE_0005,BUF_SEC_3,14,0,0.851589456376531
TYRE_0005,7,INS,CUR_M2,24.18038164539276,TYRE_0005,BUF_SEC_3,14,0,0.7030492838908156
TYRE_0006,1,MIX,MIX_M1,20.0,TYRE_0006,BUF_SEC_4,12,1,1.0
TYRE_0006,1,MIX,CUR_M5,16.63605636429415,TYRE_0006,BUF_SEC_4,12,0,1.2022079970182031
TYRE_0006,1,MIX,CAL_M3,17.881364490456946,TYRE_0006,BUF_SEC_4,12,0,1.1184828770015702
TYRE_0006,1,MIX,BLD_M2,18.04916562482836,TYRE_0006,BUF_SEC_4,12,0,1.1080844630561804
TYRE_0006,2,CAL,CAL_M4,23.0,TYRE_0006,BUF_SEC_1,12,1,1.0
TYRE_0006,2,CAL,CAL_M2,29.5983923783294,TYRE_0006,BUF_SEC_1,12,0,0.7770692308559148
TYRE_0006,2,CAL,MIX_M3,26.436606308382622,TYRE_0006,BUF_SEC_1,12,0,0.870005768959349
TYRE_0006,3,EXT,EXT_M1,21.0,TYRE_0006,BUF_SEC_1,3,1,1.0
TYRE_0006,3,EXT,FIN_M2,19.874365325108617,TYRE_0006,BUF_SEC_1,3,0,1.0566375155371273
TYRE_0006,3,EXT,MIX_M3,22.576582438682642,TYRE_0006,BUF_SEC_1,3,0,0.9301673562433731
TYRE_0006,4,BLD,BLD_M5,48.0,TYRE_0006,BUF_SEC_5,6,1,1.0
TYRE_0006,5,CUR,CUR_M6,53.0,TYRE_0006,BUF_SEC_1,8,1,1.0
TYRE_0006,5,CUR,EXT_M2,44.9885055621781,TYRE_0006,BUF_SEC_1,8,0,1.1780786967184165
TYRE_0006,6,FIN,FIN_M4,22.0,TYRE_0006,BUF_SEC_4,3,1,1.0
TYRE_0006,6,FIN,CUR_M8,30.39634225013957,TYRE_0006,BUF_SEC_4,3,0,0.7237712952090143
TYRE_0006,7,INS,INS_M3,24.0,TYRE_0006,BUF_SEC_3,11,1,1.0
TYRE_0006,7,INS,FIN_M2,33.11669051362875,TYRE_0006,BUF_SEC_3,11,0,0.724710097167563
TYRE_0006,7,INS,INS_M1,21.77401471367669,TYRE_0006,BUF_SEC_3,11,0,1.1022312750126473
TYRE_0007,1,MIX,MIX_M2,18.0,TYRE_0007,BUF_SEC_5,4,1,1.0
TYRE_0007,1,MIX,BLD_M6,21.64688561953552,TYRE_0007,BUF_SEC_5,4,0,0.8315283924148266
TYRE_0007,1,MIX,CUR_M7,14.002125095617497,TYRE_0007,BUF_SEC_5,4,0,1.285519153491479
TYRE_0007,1,MIX,CUR_M5,19.952613096745246,TYRE_0007,BUF_SEC_5,4,0,0.9021374750626641
TYRE_0007,2,CAL,CAL_M2,22.0,TYRE_0007,BUF_SEC_1,4,1,1.0
TYRE_0007,2,CAL,FIN_M2,21.81679302925137,TYRE_0007,BUF_SEC_1,4,0,1.008397520685235
TYRE_0007,3,EXT,EXT_M5,32.0,TYRE_0007,BUF_SEC_2,1,1,1.0
TYRE_0007,3,EXT,CUR_M2,26.176941020598136,TYRE_0007,BUF_SEC_2,1,0,1.2224499407635068
TYRE_0007,4,EXT,EXT_M3,38.0,TYRE_0007,BUF_SEC_1,10,1,1.0
TYRE_0007,4,EXT,CUR_M5,47.48663579213005,TYRE_0007,BUF_SEC_1,10,0,0.8002251447405699
TYRE_0007,4,EXT,BLD_M2,47.46608964570006,TYRE_0007,BUF_SEC_1,10,0,0.8005715297729905
TYRE_0007,4,EXT,BLD_M6,52.631370742905155,TYRE_0007,BUF_SEC_1,10,0,0.7220028561601257
TYRE_0007,5,BLD,BLD_M5,33.0,TYRE_0007,BUF_SEC_3,11,1,1.0
TYRE_0007,5,BLD,CAL_M4,30.457640932479933,TYRE_0007,BUF_SEC_3,11,0,1.0834719626893001
TYRE_0007,6,CUR,CUR_M7,63.0,TYRE_0007,BUF_SEC_3,5,1,1.0
TYRE_0007,6,CUR,BLD_M4,53.51199099118772,TYRE_0007,BUF_SEC_3,5,0,1.177306223017842
TYRE_0007,7,FIN,FIN_M2,14.0,TYRE_0007,BUF_SEC_2,13,1,1.0
TYRE_0007,7,FIN,FIN_M3,15.724728649947334,TYRE_0007,BUF_SEC_2,13,0,0.8903174300592391
TYRE_0007,8,INS,INS_M3,25.0,TYRE_0007,BUF_SEC_2,5,1,1.0
TYRE_0007,8,INS,CUR_M4,20.023356691800902,TYRE_0007,BUF_SEC_2,5,0,1.248541909570882
TYRE_0008,1,MIX,MIX_M1,11.0,TYRE_0008,BUF_SEC_3,13,1,1.0
TYRE_0008,1,MIX,BLD_M6,14.457467173160602,TYRE_0008,BUF_SEC_3,13,0,0.7608524970695298
TYRE_0008,2,CAL,CAL_M1,19.0,TYRE_0008,BUF_SEC_2,3,1,1.0
TYRE_0008,2,CAL,INS_M1,24.75948742573826,TYRE_0008,BUF_SEC_2,3,0,0.7673826066467315
TYRE_0008,3,EXT,EXT_M2,40.0,TYRE_0008,BUF_SEC_1,1,1,1.0
TYRE_0008,3,EXT,BLD_M1,48.190223385991715,TYRE_0008,BUF_SEC_1,1,0,0.8300438800544654
TYRE_0008,4,EXT,EXT_M4,34.0,TYRE_0008,BUF_SEC_5,3,1,1.0
TYRE_0008,5,BLD,BLD_M1,32.0,TYRE_0008,BUF_SEC_1,14,1,1.0
TYRE_0008,5,BLD,BLD_M5,32.68229629321063,TYRE_0008,BUF_SEC_1,14,0,0.9791233673702309
TYRE_0008,5,BLD,CUR_M4,43.473216230437984,TYRE_0008,BUF_SEC_1,14,0,0.7360854055604711
TYRE_0008,6,CUR,CUR_M7,78.0,TYRE_0008,BUF_SEC_2,7,1,1.0
TYRE_0008,6,CUR,EXT_M3,103.20771064809979,TYRE_0008,BUF_SEC_2,7,0,0.755757486627634
TYRE_0008,6,CUR,EXT_M1,91.31047816400306,TYRE_0008,BUF_SEC_2,7,0,0.8542283598592479
TYRE_0008,7,FIN,FIN_M4,26.0,TYRE_0008,BUF_SEC_1,12,1,1.0
TYRE_0008,7,FIN,BLD_M2,21.4724310874459,TYRE_0008,BUF_SEC_1,12,0,1.2108549746470576
TYRE_0008,7,FIN,BLD_M4,31.511091029787085,TYRE_0008,BUF_SEC_1,12,0,0.8251063086144015
TYRE_0008,8,INS,INS_M2,27.0,TYRE_0008,BUF_SEC_3,11,1,1.0
TYRE_0008,8,INS,CAL_M4,25.38186158462683,TYRE_0008,BUF_SEC_3,11,0,1.0637517626505866
TYRE_0008,8,INS,CUR_M6,23.2982388113807,TYRE_0008,BUF_SEC_3,11,0,1.1588858805417974
TYRE_0008,8,INS,EXT_M4,33.54440731893681,TYRE_0008,BUF_SEC_3,11,0,0.8049031763562475
TYRE_0009,1,MIX,MIX_M1,13.0,TYRE_0009,BUF_SEC_5,3,1,1.0
TYRE_0009,1,MIX,CUR_M4,10.023750194277032,TYRE_0009,BUF_SEC_5,3,0,1.2969197903018603
TYRE_0009,1,MIX,BLD_M6,17.695059596826752,TYRE_0009,BUF_SEC_5,3,0,0.7346683365978199
TYRE_0009,1,MIX,FIN_M2,11.63809668924149,TYRE_0009,BUF_SEC_5,3,0,1.117021137315132
TYRE_0009,2,CAL,CAL_M3,39.0,TYRE_0009,BUF_SEC_5,2,1,1.0
TYRE_0009,2,CAL,CUR_M3,47.74885529628863,TYRE_0009,BUF_SEC_5,2,0,0.816773507092459
TYRE_0009,3,EXT,EXT_M3,18.0,TYRE_0009,BUF_SEC_4,7,1,1.0
TYRE_0009,3,EXT,FIN_M4,18.0071974590482,TYRE_0009,BUF_SEC_4,7,0,0.999600300987171
TYRE_0009,3,EXT,BLD_M6,20.939690314940044,TYRE_0009,BUF_SEC_4,7,0,0.8596115668032285
TYRE_0009,3,EXT,CAL_M4,22.798007957739834,TYRE_0009,BUF_SEC_4,7,0,0.7895426667701057
TYRE_0009,4,EXT,EXT_M3,28.0,TYRE_0009,BUF_SEC_2,1,1,1.0
TYRE_0009,4,EXT,BLD_M1,25.87796042421239,TYRE_0009,BUF_SEC_2,1,0,1.0820018093003245
TYRE_0009,4,EXT,INS_M2,26.208390473535204,TYRE_0009,BUF_SEC_2,1,0,1.0683601508560372
TYRE_0009,5,BLD,BLD_M2,34.0,TYRE_0009,BUF_SEC_3,11,1,1.0
TYRE_0009,5,BLD,CAL_M2,33.01709346820581,TYRE_0009,BUF_SEC_3,11,0,1.0297696262313547
TYRE_0009,5,BLD,CUR_M3,28.37303965637606,TYRE_0009,BUF_SEC_3,11,0,1.198320673842904
TYRE_0009,5,BLD,MIX_M2,45.869845423251405,TYRE_0009,BUF_SEC_3,11,0,0.7412276995109606
TYRE_0009,6,CUR,CUR_M1,86.0,TYRE_0009,BUF_SEC_3,3,1,1.0
TYRE_0009,6,CUR,MIX_M1,72.44778218108215,TYRE_0009,BUF_SEC_3,3,0,1.1870618728540825
TYRE_0009,6,CUR,BLD_M3,78.61871205633679,TYRE_0009,BUF_SEC_3,3,0,1.0938871643989017
TYRE_0009,7,FIN,FIN_M3,26.0,TYRE_0009,BUF_SEC_1,7,1,1.0
TYRE_0009,7,FIN,CUR_M5,21.5731984162578,TYRE_0009,BUF_SEC_1,7,0,1.205199131734037
TYRE_0009,7,FIN,MIX_M4,22.86529584176825,TYRE_0009,BUF_SEC_1,7,0,1.137094406296968
TYRE_0009,7,FIN,EXT_M5,22.30097194997968,TYRE_0009,BUF_SEC_1,7,0,1.1658684678998348
TYRE_0009,8,INS,INS_M1,26.0,TYRE_0009,BUF_SEC_2,5,1,1.0
TYRE_0009,8,INS,CUR_M7,32.64244738156823,TYRE_0009,BUF_SEC_2,5,0,0.7965089043746477
TYRE_0009,8,INS,EXT_M2,25.125011546275708,TYRE_0009,BUF_SEC_2,5,0,1.0348253950893802
TYRE_0009,8,INS,FIN_M4,21.903012397437113,TYRE_0009,BUF_SEC_2,5,0,1.1870513301194259
TYRE_0010,1,MIX,MIX_M1,30.0,TYRE_0010,BUF_SEC_4,4,1,1.0
TYRE_0010,1,MIX,FIN_M3,33.476203453724196,TYRE_0010,BUF_SEC_4,4,0,0.8961589698028475
TYRE_0010,2,CAL,CAL_M3,41.0,TYRE_0010,BUF_SEC_3,13,1,1.0
TYRE_0010,2,CAL,BLD_M3,49.086320796568536,TYRE_0010,BUF_SEC_3,13,0,0.8352632532782163
TYRE_0010,2,CAL,MIX_M2,36.54951000419808,TYRE_0010,BUF_SEC_3,13,0,1.121766064587206
TYRE_0010,2,CAL,BLD_M4,56.03524333658073,TYRE_0010,BUF_SEC_3,13,0,0.7316823762811168
TYRE_0010,3,EXT,EXT_M5,34.0,TYRE_0010,BUF_SEC_2,7,1,1.0
TYRE_0010,3,EXT,EXT_M2,26.98695421442468,TYRE_0010,BUF_SEC_2,7,0,1.2598679988061345
TYRE_0010,3,EXT,CAL_M4,31.320842687580814,TYRE_0010,BUF_SEC_2,7,0,1.085539119721115
TYRE_0010,4,BLD,BLD_M2,24.0,TYRE_0010,BUF_SEC_1,1,1,1.0
TYRE_0010,4,BLD,CUR_M3,24.563997031702225,TYRE_0010,BUF_SEC_1,1,0,0.9770396881674293
TYRE_0010,5,CUR,CUR_M6,88.0,TYRE_0010,BUF_SEC_1,7,1,1.0
TYRE_0010,6,FIN,FIN_M2,27.0,TYRE_0010,BUF_SEC_2,13,1,1.0
TYRE_0010,6,FIN,MIX_M3,27.08970270749859,TYRE_0010,BUF_SEC_2,13,0,0.9966886787770558
TYRE_0010,6,FIN,BLD_M4,20.967119992365568,TYRE_0010,BUF_SEC_2,13,0,1.2877305042290543
TYRE_0010,7,INS,INS_M3,10.0,TYRE_0010,BUF_SEC_1,1,1,1.0
TYRE_0010,7,INS,BLD_M2,8.277109433788223,TYRE_0010,BUF_SEC_1,1,0,1.208151236853136
