order_id,product_id,quantity,order_date,due_date,priority
ORD_00096,TYRE_0126,63,2026-01-22,2026-01-25,H
ORD_00097,TYRE_0009,89,2026-01-16,2026-01-23,M
ORD_00098,TYRE_0043,6,2026-01-25,2026-02-01,M
ORD_00099,TYRE_0119,7,2026-01-08,2026-01-14,M
ORD_00100,TYRE_0061,18,2026-01-13,2026-01-18,M
ORD_00101,TYRE_0134,84,2026-01-21,2026-01-22,H
ORD_00102,TYRE_0108,15,2026-01-01,2026-01-08,M
ORD_00103,TYRE_0135,94,2026-01-16,2026-01-21,M
ORD_00104,TYRE_0055,88,2026-01-29,2026-02-07,L
ORD_00105,TYRE_0008,53,2026-01-07,2026-01-09,H
ORD_00106,TYRE_0116,15,2026-01-05,2026-01-10,M
ORD_00107,TYRE_0112,77,2026-01-22,2026-01-28,M
ORD_00108,TYRE_0024,34,2026-01-29,2026-02-06,L
ORD_00109,TYRE_0149,39,2026-01-23,2026-01-30,M
ORD_00110,TYRE_0113,74,2026-01-03,2026-01-09,M
ORD_00111,TYRE_0116,7,2026-01-12,2026-01-14,H
ORD_00112,TYRE_0036,14,2026-01-26,2026-02-02,M
ORD_00113,TYRE_0080,91,2026-01-16,2026-01-23,M
ORD_00114,TYRE_0084,93,2026-01-19,2026-01-24,M
ORD_00115,TYRE_0128,11,2026-01-05,2026-01-11,M
ORD_00116,TYRE_0102,82,2026-01-22,2026-02-04,L
ORD_00117,TYRE_0101,8,2026-01-25,2026-02-07,L
ORD_00118,TYRE_0090,34,2026-01-29,2026-02-13,L
ORD_00119,TYRE_0135,15,2026-01-14,2026-01-21,M
ORD_00120,TYRE_0075,15,2026-01-28,2026-02-01,M
ORD_00121,TYRE_0135,99,2026-01-05,2026-01-10,M
ORD_00122,TYRE_0014,44,2026-01-15,2026-01-16,H
ORD_00123,TYRE_0143,16,2026-01-17,2026-01-22,M
ORD_00124,TYRE_0109,18,2026-01-30,2026-02-06,M
ORD_00125,TYRE_0014,54,2026-01-14,2026-01-20,M
ORD_00126,TYRE_0112,97,2026-01-30,2026-02-03,M
ORD_00127,TYRE_0062,92,2026-01-20,2026-01-25,M
ORD_00128,TYRE_0126,68,2026-01-05,2026-01-11,M
ORD_00129,TYRE_0012,43,2026-01-12,2026-01-19,M
ORD_00130,TYRE_0113,97,2026-01-16,2026-01-21,M
ORD_00131,TYRE_0009,18,2026-01-26,2026-02-02,M
ORD_00132,TYRE_0043,84,2026-01-26,2026-02-08,L
ORD_00133,TYRE_0149,60,2026-01-16,2026-01-22,M
ORD_00134,TYRE_0034,66,2026-01-21,2026-01-26,M
ORD_00135,TYRE_0135,99,2026-01-07,2026-01-19,L
ORD_00136,TYRE_0125,46,2026-01-04,2026-01-15,L
ORD_00137,TYRE_0108,19,2026-01-01,2026-01-07,M
ORD_00138,TYRE_0051,92,2026-01-30,2026-02-04,M
ORD_00139,TYRE_0006,95,2026-01-30,2026-02-14,L
ORD_00140,TYRE_0090,57,2026-01-05,2026-01-09,M
ORD_00141,TYRE_0035,37,2026-01-23,2026-01-28,M
ORD_00142,TYRE_0108,62,2026-01-26,2026-01-30,M
ORD_00143,TYRE_0122,74,2026-01-10,2026-01-17,M
ORD_00144,TYRE_0014,18,2026-01-22,2026-01-26,M
ORD_00145,TYRE_0090,10,2026-01-05,2026-01-08,H
ORD_00146,TYRE_0085,47,2026-01-04,2026-01-11,M
ORD_00147,TYRE_0110,38,2026-01-02,2026-01-03,H
ORD_00148,TYRE_0119,62,2026-01-20,2026-01-25,M
ORD_00149,TYRE_0109,49,2026-01-10,2026-01-15,M
ORD_00150,TYRE_0123,15,2026-01-26,2026-01-28,H
ORD_00151,TYRE_0119,48,2026-01-19,2026-01-21,H
ORD_00152,TYRE_0120,65,2026-01-26,2026-02-01,M
ORD_00153,TYRE_0119,13,2026-01-01,2026-01-07,M
ORD_00154,TYRE_0090,48,2026-01-24,2026-01-28,M
ORD_00155,TYRE_0055,71,2026-01-05,2026-01-16,L
ORD_00156,TYRE_0012,64,2026-01-13,2026-01-20,M
ORD_00157,TYRE_0135,86,2026-01-04,2026-01-09,M
ORD_00158,TYRE_0101,30,2026-01-16,2026-01-19,H
ORD_00159,TYRE_0112,31,2026-01-24,2026-01-29,M
ORD_00160,TYRE_0061,78,2026-01-16,2026-01-25,L
ORD_00161,TYRE_0149,46,2026-01-23,2026-01-29,M
ORD_00162,TYRE_0042,72,2026-01-02,2026-01-09,M
ORD_00163,TYRE_0080,80,2026-01-17,2026-01-24,M
ORD_00164,TYRE_0014,91,2026-01-28,2026-02-07,L
ORD_00165,TYRE_0076,91,2026-01-27,2026-02-05,L
ORD_00166,TYRE_0042,28,2026-01-20,2026-01-24,M
ORD_00167,TYRE_0126,81,2026-01-24,2026-01-31,M
ORD_00168,TYRE_0135,86,2026-01-12,2026-01-19,M
ORD_00169,TYRE_0048,76,2026-01-18,2026-01-23,M
ORD_00170,TYRE_0025,62,2026-01-03,2026-01-05,H
ORD_00171,TYRE_0149,67,2026-01-28,2026-02-01,M
ORD_00172,TYRE_0108,57,2026-01-01,2026-01-08,M
ORD_00173,TYRE_0106,67,2026-01-01,2026-01-08,M
ORD_00174,TYRE_0080,42,2026-01-29,2026-01-30,H
ORD_00175,TYRE_0102,63,2026-01-19,2026-01-24,M
ORD_00176,TYRE_0143,78,2026-01-11,2026-01-15,M
ORD_00177,TYRE_0143,74,2026-01-05,2026-01-11,M
ORD_00178,TYRE_0010,74,2026-01-12,2026-01-19,M
ORD_00179,TYRE_0112,36,2026-01-03,2026-01-06,H
ORD_00180,TYRE_0116,16,2026-01-01,2026-01-07,M
ORD_00181,TYRE_0042,31,2026-01-01,2026-01-06,M
ORD_00182,TYRE_0089,26,2026-01-08,2026-01-22,L
ORD_00183,TYRE_0090,12,2026-01-10,2026-01-15,M
ORD_00184,TYRE_0145,46,2026-01-11,2026-01-16,M
ORD_00185,TYRE_0074,70,2026-01-12,2026-01-18,M
ORD_00186,TYRE_0024,12,2026-01-29,2026-01-31,H
ORD_00187,TYRE_0032,36,2026-01-13,2026-01-18,M
ORD_00188,TYRE_0124,67,2026-01-12,2026-01-26,L
ORD_00189,TYRE_0085,53,2026-01-14,2026-01-21,M
ORD_00190,TYRE_0085,56,2026-01-02,2026-01-06,M
ORD_00191,TYRE_0106,63,2026-01-29,2026-02-04,M
ORD_00192,TYRE_0083,98,2026-01-19,2026-01-23,M
ORD_00193,TYRE_0091,32,2026-01-18,2026-02-01,L
ORD_00194,TYRE_0054,41,2026-01-03,2026-01-09,M
ORD_00195,TYRE_0080,48,2026-01-23,2026-01-25,H
ORD_00196,TYRE_0012,63,2026-01-17,2026-01-20,H
ORD_00197,TYRE_0048,63,2026-01-26,2026-02-10,L
ORD_00198,TYRE_0112,88,2026-01-08,2026-01-13,M
ORD_00199,TYRE_0149,16,2026-01-29,2026-02-10,L
ORD_00200,TYRE_0064,88,2026-01-26,2026-01-29,H
ORD_00201,TYRE_0135,59,2026-01-10,2026-01-15,M
ORD_00202,TYRE_0024,14,2026-01-26,2026-01-28,H
ORD_00203,TYRE_0102,6,2026-01-30,2026-02-06,M
ORD_00204,TYRE_0124,93,2026-01-02,2026-01-16,L
ORD_00205,TYRE_0113,98,2026-01-19,2026-01-23,M
ORD_00206,TYRE_0026,22,2026-01-09,2026-01-15,M
ORD_00207,TYRE_0108,87,2026-01-07,2026-01-12,M
ORD_00208,TYRE_0036,6,2026-01-04,2026-01-07,H
ORD_00209,TYRE_0012,85,2026-01-26,2026-01-31,M
ORD_00210,TYRE_0105,32,2026-01-21,2026-01-28,M
ORD_00211,TYRE_0042,80,2026-01-18,2026-01-19,H
ORD_00212,TYRE_0089,22,2026-01-13,2026-01-26,L
ORD_00213,TYRE_0085,81,2026-01-11,2026-01-14,H
ORD_00214,TYRE_0009,89,2026-01-29,2026-02-02,M
ORD_00215,TYRE_0052,100,2026-01-24,2026-01-29,M
ORD_00216,TYRE_0085,68,2026-01-04,2026-01-05,H
ORD_00217,TYRE_0102,72,2026-01-25,2026-01-29,M
ORD_00218,TYRE_0003,21,2026-01-21,2026-02-03,L
ORD_00219,TYRE_0108,74,2026-01-29,2026-02-04,M
ORD_00220,TYRE_0120,7,2026-01-25,2026-02-03,L
ORD_00221,TYRE_0043,12,2026-01-04,2026-01-08,M
ORD_00222,TYRE_0101,59,2026-01-10,2026-01-17,M
ORD_00223,TYRE_0021,40,2026-01-05,2026-01-10,M
ORD_00224,TYRE_0113,24,2026-01-09,2026-01-14,M
ORD_00225,TYRE_0135,44,2026-01-24,2026-01-28,M
ORD_00226,TYRE_0061,60,2026-01-03,2026-01-04,H
ORD_00227,TYRE_0009,90,2026-01-17,2026-01-23,M
ORD_00228,TYRE_0044,22,2026-01-03,2026-01-06,H
ORD_00229,TYRE_0041,71,2026-01-16,2026-01-22,M
ORD_00230,TYRE_0108,52,2026-01-04,2026-01-09,M
ORD_00231,TYRE_0143,8,2026-01-18,2026-01-27,L
ORD_00232,TYRE_0112,38,2026-01-17,2026-01-21,M
ORD_00233,TYRE_0147,63,2026-01-07,2026-01-14,M
ORD_00234,TYRE_0116,52,2026-01-24,2026-01-29,M
ORD_00235,TYRE_0143,91,2026-01-23,2026-01-26,H
ORD_00236,TYRE_0058,10,2026-01-30,2026-02-03,M
ORD_00237,TYRE_0003,51,2026-01-05,2026-01-12,M
ORD_00238,TYRE_0126,75,2026-01-12,2026-01-13,H
ORD_00239,TYRE_0107,58,2026-01-17,2026-01-22,M
ORD_00240,TYRE_0081,78,2026-01-23,2026-01-27,M
ORD_00241,TYRE_0118,27,2026-01-13,2026-01-17,M
ORD_00242,TYRE_0118,13,2026-01-23,2026-02-06,L
ORD_00243,TYRE_0072,46,2026-01-25,2026-01-31,M
ORD_00244,TYRE_0109,42,2026-01-03,2026-01-04,H
ORD_00245,TYRE_0025,64,2026-01-09,2026-01-14,M
ORD_00246,TYRE_0086,98,2026-01-30,2026-02-10,L
ORD_00247,TYRE_0062,8,2026-01-17,2026-01-19,H
ORD_00248,TYRE_0014,47,2026-01-17,2026-01-21,M
ORD_00249,TYRE_0055,18,2026-01-30,2026-02-05,M
ORD_00250,TYRE_0102,23,2026-01-20,2026-01-24,M
ORD_00251,TYRE_0023,71,2026-01-16,2026-01-17,H
ORD_00252,TYRE_0138,79,2026-01-25,2026-01-29,M
ORD_00253,TYRE_0126,14,2026-01-22,2026-01-29,M
ORD_00254,TYRE_0116,35,2026-01-13,2026-01-18,M
ORD_00255,TYRE_0149,94,2026-01-27,2026-02-03,M
ORD_00256,TYRE_0083,34,2026-01-19,2026-01-25,M
ORD_00257,TYRE_0120,18,2026-01-17,2026-01-20,H
ORD_00258,TYRE_0012,57,2026-01-04,2026-01-10,M
ORD_00259,TYRE_0014,62,2026-01-12,2026-01-23,L
ORD_00260,TYRE_0106,25,2026-01-29,2026-02-07,L
ORD_00261,TYRE_0077,32,2026-01-09,2026-01-17,L
ORD_00262,TYRE_0083,36,2026-01-19,2026-01-22,H
ORD_00263,TYRE_0101,38,2026-01-12,2026-01-18,M
ORD_00264,TYRE_0044,62,2026-01-09,2026-01-11,H
ORD_00265,TYRE_0145,18,2026-01-07,2026-01-14,M
ORD_00266,TYRE_0035,33,2026-01-28,2026-01-29,H
ORD_00267,TYRE_0108,79,2026-01-14,2026-01-18,M
ORD_00268,TYRE_0048,13,2026-01-20,2026-01-28,L
ORD_00269,TYRE_0085,16,2026-01-19,2026-01-24,M
ORD_00270,TYRE_0084,11,2026-01-26,2026-01-28,H
ORD_00271,TYRE_0080,68,2026-01-15,2026-01-22,M
ORD_00272,TYRE_0055,32,2026-01-16,2026-01-22,M
ORD_00273,TYRE_0070,9,2026-01-21,2026-01-26,M
ORD_00274,TYRE_0009,68,2026-01-05,2026-01-11,M
ORD_00275,TYRE_0145,40,2026-01-03,2026-01-07,M
ORD_00276,TYRE_0112,36,2026-01-12,2026-01-15,H
ORD_00277,TYRE_0090,53,2026-01-25,2026-01-29,M
ORD_00278,TYRE_0091,49,2026-01-20,2026-01-27,M
ORD_00279,TYRE_0128,28,2026-01-27,2026-02-02,M
ORD_00280,TYRE_0009,12,2026-01-21,2026-01-27,M
ORD_00281,TYRE_0120,25,2026-01-04,2026-01-09,M
ORD_00282,TYRE_0055,33,2026-01-21,2026-01-25,M
ORD_00283,TYRE_0090,27,2026-01-23,2026-01-28,M
ORD_00284,TYRE_0124,80,2026-01-16,2026-01-29,L
ORD_00285,TYRE_0061,77,2026-01-25,2026-01-30,M
ORD_00286,TYRE_0126,67,2026-01-07,2026-01-12,M
ORD_00287,TYRE_0116,7,2026-01-13,2026-01-18,M
ORD_00288,TYRE_0043,21,2026-01-21,2026-01-26,M
ORD_00289,TYRE_0012,12,2026-01-10,2026-01-23,L
ORD_00290,TYRE_0080,19,2026-01-26,2026-01-31,M
ORD_00291,TYRE_0093,95,2026-01-07,2026-01-20,L
ORD_00292,TYRE_0101,43,2026-01-14,2026-01-20,M
ORD_00293,TYRE_0012,86,2026-01-26,2026-02-02,M
ORD_00294,TYRE_0081,93,2026-01-05,2026-01-08,H
ORD_00295,TYRE_0091,53,2026-01-03,2026-01-08,M
ORD_00296,TYRE_0061,98,2026-01-23,2026-01-28,M
ORD_00297,TYRE_0061,77,2026-01-29,2026-02-12,L
ORD_00298,TYRE_0009,86,2026-01-11,2026-01-16,M
ORD_00299,TYRE_0048,100,2026-01-11,2026-01-17,M
ORD_00300,TYRE_0014,86,2026-01-18,2026-01-28,L
ORD_00301,TYRE_0022,62,2026-01-15,2026-01-28,L
ORD_00302,TYRE_0120,49,2026-01-12,2026-01-16,M
ORD_00303,TYRE_0042,54,2026-01-09,2026-01-13,M
ORD_00304,TYRE_0112,68,2026-01-10,2026-01-24,L
ORD_00305,TYRE_0089,66,2026-01-26,2026-01-30,M
ORD_00306,TYRE_0147,25,2026-01-12,2026-01-17,M
ORD_00307,TYRE_0090,7,2026-01-17,2026-01-29,L
ORD_00308,TYRE_0042,53,2026-01-29,2026-01-30,H
ORD_00309,TYRE_0113,48,2026-01-06,2026-01-10,M
ORD_00310,TYRE_0009,60,2026-01-07,2026-01-15,L
ORD_00311,TYRE_0042,25,2026-01-14,2026-01-21,M
ORD_00312,TYRE_0124,57,2026-01-13,2026-01-18,M
ORD_00313,TYRE_0138,43,2026-01-08,2026-01-14,M
ORD_00314,TYRE_0116,24,2026-01-10,2026-01-17,M
ORD_00315,TYRE_0043,89,2026-01-09,2026-01-15,M
ORD_00316,TYRE_0086,31,2026-01-18,2026-01-19,H
ORD_00317,TYRE_0025,19,2026-01-27,2026-02-11,L
ORD_00318,TYRE_0135,16,2026-01-26,2026-02-01,M
ORD_00319,TYRE_0135,52,2026-01-02,2026-01-04,H
ORD_00320,TYRE_0116,38,2026-01-05,2026-01-12,M
ORD_00321,TYRE_0106,94,2026-01-29,2026-02-03,M
ORD_00322,TYRE_0021,80,2026-01-05,2026-01-12,M
ORD_00323,TYRE_0116,73,2026-01-06,2026-01-20,L
ORD_00324,TYRE_0121,65,2026-01-19,2026-01-24,M
ORD_00325,TYRE_0135,69,2026-01-08,2026-01-16,L
ORD_00326,TYRE_0118,20,2026-01-16,2026-01-26,L
ORD_00327,TYRE_0114,32,2026-01-13,2026-01-14,H
ORD_00328,TYRE_0032,92,2026-01-01,2026-01-02,H
ORD_00329,TYRE_0108,45,2026-01-22,2026-01-28,M
ORD_00330,TYRE_0017,55,2026-01-20,2026-01-23,H
ORD_00331,TYRE_0149,6,2026-01-17,2026-01-24,M
ORD_00332,TYRE_0133,58,2026-01-07,2026-01-11,M
ORD_00333,TYRE_0080,18,2026-01-25,2026-01-29,M
ORD_00334,TYRE_0042,57,2026-01-13,2026-01-19,M
ORD_00335,TYRE_0085,9,2026-01-04,2026-01-11,M
ORD_00336,TYRE_0135,92,2026-01-04,2026-01-07,H
ORD_00337,TYRE_0009,93,2026-01-06,2026-01-12,M
ORD_00338,TYRE_0119,52,2026-01-28,2026-02-03,M
ORD_00339,TYRE_0108,40,2026-01-19,2026-01-25,M
ORD_00340,TYRE_0025,22,2026-01-29,2026-02-09,L
ORD_00341,TYRE_0119,39,2026-01-12,2026-01-18,M
ORD_00342,TYRE_0022,57,2026-01-22,2026-01-23,H
ORD_00343,TYRE_0132,70,2026-01-07,2026-01-15,L
ORD_00344,TYRE_0016,22,2026-01-27,2026-02-03,M
ORD_00345,TYRE_0134,27,2026-01-10,2026-01-18,L
ORD_00346,TYRE_0108,36,2026-01-26,2026-01-30,M
ORD_00347,TYRE_0116,40,2026-01-19,2026-01-30,L
ORD_00348,TYRE_0109,92,2026-01-07,2026-01-11,M
ORD_00349,TYRE_0014,27,2026-01-30,2026-02-06,M
ORD_00350,TYRE_0121,49,2026-01-03,2026-01-09,M
ORD_00351,TYRE_0138,41,2026-01-13,2026-01-17,M
ORD_00352,TYRE_0116,32,2026-01-13,2026-01-16,H
ORD_00353,TYRE_0057,88,2026-01-18,2026-01-24,M
ORD_00354,TYRE_0043,65,2026-01-28,2026-02-05,L
ORD_00355,TYRE_0044,33,2026-01-30,2026-02-03,M
ORD_00356,TYRE_0090,59,2026-01-26,2026-02-07,L
ORD_00357,TYRE_0089,64,2026-01-20,2026-01-25,M
ORD_00358,TYRE_0118,79,2026-01-28,2026-02-11,L
ORD_00359,TYRE_0118,76,2026-01-08,2026-01-21,L
ORD_00360,TYRE_0009,66,2026-01-29,2026-02-02,M
ORD_00361,TYRE_0106,38,2026-01-09,2026-01-15,M
ORD_00362,TYRE_0076,35,2026-01-07,2026-01-10,H
ORD_00363,TYRE_0103,97,2026-01-01,2026-01-06,M
ORD_00364,TYRE_0086,58,2026-01-03,2026-01-15,L
ORD_00365,TYRE_0119,78,2026-01-13,2026-01-16,H
ORD_00366,TYRE_0087,92,2026-01-28,2026-02-02,M
ORD_00367,TYRE_0090,69,2026-01-30,2026-02-05,M
ORD_00368,TYRE_0012,42,2026-01-25,2026-02-04,L
ORD_00369,TYRE_0126,92,2026-01-28,2026-02-02,M
ORD_00370,TYRE_0022,100,2026-01-17,2026-01-22,M
ORD_00371,TYRE_0107,52,2026-01-25,2026-01-31,M
ORD_00372,TYRE_0025,65,2026-01-24,2026-01-28,M
ORD_00373,TYRE_0085,65,2026-01-01,2026-01-05,M
ORD_00374,TYRE_0128,53,2026-01-06,2026-01-09,H
ORD_00375,TYRE_0112,22,2026-01-21,2026-01-22,H
ORD_00376,TYRE_0087,23,2026-01-06,2026-01-13,M
ORD_00377,TYRE_0061,67,2026-01-26,2026-01-27,H
ORD_00378,TYRE_0012,5,2026-01-12,2026-01-16,M
ORD_00379,TYRE_0120,78,2026-01-13,2026-01-18,M
ORD_00380,TYRE_0125,21,2026-01-13,2026-01-17,M
ORD_00381,TYRE_0085,66,2026-01-29,2026-02-05,M
ORD_00382,TYRE_0116,6,2026-01-15,2026-01-21,M
ORD_00383,TYRE_0135,5,2026-01-21,2026-01-24,H
ORD_00384,TYRE_0102,44,2026-01-16,2026-01-22,M
ORD_00385,TYRE_0135,26,2026-01-22,2026-01-28,M
ORD_00386,TYRE_0116,63,2026-01-21,2026-01-27,M
ORD_00387,TYRE_0134,48,2026-01-11,2026-01-16,M
ORD_00388,TYRE_0125,26,2026-01-28,2026-02-02,M
ORD_00389,TYRE_0103,98,2026-01-05,2026-01-06,H
ORD_00390,TYRE_0054,20,2026-01-04,2026-01-09,M
ORD_00391,TYRE_0085,86,2026-01-03,2026-01-10,M
ORD_00392,TYRE_0145,89,2026-01-19,2026-01-23,M
ORD_00393,TYRE_0108,19,2026-01-20,2026-01-23,H
ORD_00394,TYRE_0135,65,2026-01-25,2026-01-27,H
ORD_00395,TYRE_0052,43,2026-01-18,2026-01-22,M
ORD_00396,TYRE_0042,84,2026-01-15,2026-01-21,M
ORD_00397,TYRE_0126,70,2026-01-09,2026-01-13,M
ORD_00398,TYRE_0030,68,2026-01-17,2026-01-21,M
ORD_00399,TYRE_0120,50,2026-01-14,2026-01-19,M
ORD_00400,TYRE_0075,68,2026-01-15,2026-01-18,H
ORD_00401,TYRE_0123,6,2026-01-01,2026-01-05,M
ORD_00402,TYRE_0028,24,2026-01-21,2026-02-05,L
ORD_00403,TYRE_0130,17,2026-01-22,2026-01-25,H
ORD_00404,TYRE_0059,38,2026-01-22,2026-01-28,M
ORD_00405,TYRE_0042,42,2026-01-03,2026-01-11,L
ORD_00406,TYRE_0055,17,2026-01-16,2026-01-20,M
ORD_00407,TYRE_0011,89,2026-01-23,2026-01-24,H
ORD_00408,TYRE_0124,84,2026-01-25,2026-02-01,M
ORD_00409,TYRE_0119,28,2026-01-11,2026-01-13,H
ORD_00410,TYRE_0135,54,2026-01-12,2026-01-24,L
ORD_00411,TYRE_0122,19,2026-01-10,2026-01-15,M
ORD_00412,TYRE_0119,18,2026-01-16,2026-01-17,H
ORD_00413,TYRE_0080,28,2026-01-08,2026-01-15,M
ORD_00414,TYRE_0143,92,2026-01-06,2026-01-10,M
ORD_00415,TYRE_0033,19,2026-01-12,2026-01-19,M
ORD_00416,TYRE_0112,88,2026-01-24,2026-01-26,H
ORD_00417,TYRE_0061,90,2026-01-28,2026-02-08,L
ORD_00418,TYRE_0132,60,2026-01-21,2026-01-25,M
ORD_00419,TYRE_0063,24,2026-01-08,2026-01-15,M
ORD_00420,TYRE_0142,6,2026-01-26,2026-02-03,L
ORD_00421,TYRE_0012,68,2026-01-28,2026-02-04,M
