order_id,operation_seq,due_date,remaining_time,slack_time,priority,processing_time
ORD_00493,6,2026-01-14,270,-6.0,L,86
ORD_00524,6,2026-01-26,270,-174.0,M,86
ORD_00531,6,2026-01-27,270,90.0,L,86
ORD_00554,6,2026-01-06,270,-174.0,M,86
ORD_00587,6,2026-01-26,270,-150.0,M,86
ORD_00627,6,2026-01-13,270,-102.0,M,86
ORD_00662,6,2026-01-19,270,-174.0,M,86
ORD_00665,6,2026-01-18,270,-174.0,M,86
ORD_00672,6,2026-01-19,270,-126.0,M,86
ORD_00730,6,2026-01-10,270,-150.0,M,86
ORD_00739,6,2026-01-14,270,-78.0,L,86
ORD_00772,6,2026-01-20,270,-150.0,M,86
ORD_00804,6,2026-01-29,270,90.0,L,86
ORD_00841,6,2026-02-01,270,-222.0,H,86
ORD_00903,6,2026-01-26,270,-102.0,M,86
ORD_00956,6,2026-01-06,270,-222.0,H,86
ORD_00012,7,2026-01-15,270,-78.0,L,26
ORD_00097,7,2026-01-23,270,-102.0,M,26
ORD_00131,7,2026-02-02,270,-102.0,M,26
ORD_00214,7,2026-02-02,270,-174.0,M,26
ORD_00227,7,2026-01-23,270,-126.0,M,26
ORD_00274,7,2026-01-11,270,-126.0,M,26
ORD_00280,7,2026-01-27,270,-126.0,M,26
ORD_00298,7,2026-01-16,270,-150.0,M,26
ORD_00310,7,2026-01-15,270,-78.0,L,26
ORD_00337,7,2026-01-12,270,-126.0,M,26
ORD_00360,7,2026-02-02,270,-174.0,M,26
ORD_00493,7,2026-01-14,270,-6.0,L,26
ORD_00524,7,2026-01-26,270,-174.0,M,26
ORD_00531,7,2026-01-27,270,90.0,L,26
ORD_00554,7,2026-01-06,270,-174.0,M,26
ORD_00587,7,2026-01-26,270,-150.0,M,26
ORD_00627,7,2026-01-13,270,-102.0,M,26
ORD_00662,7,2026-01-19,270,-174.0,M,26
ORD_00665,7,2026-01-18,270,-174.0,M,26
ORD_00672,7,2026-01-19,270,-126.0,M,26
ORD_00730,7,2026-01-10,270,-150.0,M,26
ORD_00739,7,2026-01-14,270,-78.0,L,26
ORD_00772,7,2026-01-20,270,-150.0,M,26
ORD_00804,7,2026-01-29,270,90.0,L,26
ORD_00841,7,2026-02-01,270,-222.0,H,26
ORD_00903,7,2026-01-26,270,-102.0,M,26
ORD_00956,7,2026-01-06,270,-222.0,H,26
ORD_00012,8,2026-01-15,270,-78.0,L,26
ORD_00097,8,2026-01-23,270,-102.0,M,26
ORD_00131,8,2026-02-02,270,-102.0,M,26
ORD_00214,8,2026-02-02,270,-174.0,M,26
ORD_00227,8,2026-01-23,270,-126.0,M,26
ORD_00274,8,2026-01-11,270,-126.0,M,26
ORD_00280,8,2026-01-27,270,-126.0,M,26
ORD_00298,8,2026-01-16,270,-150.0,M,26
ORD_00310,8,2026-01-15,270,-78.0,L,26
ORD_00337,8,2026-01-12,270,-126.0,M,26
ORD_00360,8,2026-02-02,270,-174.0,M,26
ORD_00493,8,2026-01-14,270,-6.0,L,26
ORD_00524,8,2026-01-26,270,-174.0,M,26
ORD_00531,8,2026-01-27,270,90.0,L,26
ORD_00554,8,2026-01-06,270,-174.0,M,26
ORD_00587,8,2026-01-26,270,-150.0,M,26
ORD_00627,8,2026-01-13,270,-102.0,M,26
ORD_00662,8,2026-01-19,270,-174.0,M,26
ORD_00665,8,2026-01-18,270,-174.0,M,26
ORD_00672,8,2026-01-19,270,-126.0,M,26
ORD_00730,8,2026-01-10,270,-150.0,M,26
ORD_00739,8,2026-01-14,270,-78.0,L,26
ORD_00772,8,2026-01-20,270,-150.0,M,26
ORD_00804,8,2026-01-29,270,90.0,L,26
ORD_00841,8,2026-02-01,270,-222.0,H,26
ORD_00903,8,2026-01-26,270,-102.0,M,26
ORD_00956,8,2026-01-06,270,-222.0,H,26
ORD_00080,1,2026-02-06,254,10.0,L,30
ORD_00178,1,2026-01-19,254,-86.0,M,30
ORD_00867,1,2026-01-24,254,-182.0,H,30
ORD_00080,2,2026-02-06,254,10.0,L,41
ORD_00178,2,2026-01-19,254,-86.0,M,41
ORD_00867,2,2026-01-24,254,-182.0,H,41
ORD_00080,3,2026-02-06,254,10.0,L,34
ORD_00178,3,2026-01-19,254,-86.0,M,34
ORD_00867,3,2026-01-24,254,-182.0,H,34
ORD_00080,4,2026-02-06,254,10.0,L,24
ORD_00178,4,2026-01-19,254,-86.0,M,24
ORD_00867,4,2026-01-24,254,-182.0,H,24
ORD_00080,5,2026-02-06,254,10.0,L,88
ORD_00178,5,2026-01-19,254,-86.0,M,88
ORD_00867,5,2026-01-24,254,-182.0,H,88
ORD_00080,6,2026-02-06,254,10.0,L,27
ORD_00178,6,2026-01-19,254,-86.0,M,27
ORD_00867,6,2026-01-24,254,-182.0,H,27
ORD_00080,7,2026-02-06,254,10.0,L,10
ORD_00178,7,2026-01-19,254,-86.0,M,10
ORD_00867,7,2026-01-24,254,-182.0,H,10
ORD_00407,1,2026-01-24,308,-284.0,H,25
ORD_00437,1,2026-01-10,308,-92.0,L,25
ORD_00407,2,2026-01-24,308,-284.0,H,18
ORD_00437,2,2026-01-10,308,-92.0,L,18
ORD_00407,3,2026-01-24,308,-284.0,H,43
ORD_00437,3,2026-01-10,308,-92.0,L,43
ORD_00407,4,2026-01-24,308,-284.0,H,22
ORD_00437,4,2026-01-10,308,-92.0,L,22
ORD_00407,5,2026-01-24,308,-284.0,H,22
ORD_00437,5,2026-01-10,308,-92.0,L,22
ORD_00407,6,2026-01-24,308,-284.0,H,50
ORD_00437,6,2026-01-10,308,-92.0,L,50
ORD_00407,7,2026-01-24,308,-284.0,H,45
ORD_00437,7,2026-01-10,308,-92.0,L,45
ORD_00407,8,2026-01-24,308,-284.0,H,44
ORD_00437,8,2026-01-10,308,-92.0,L,44
ORD_00407,9,2026-01-24,308,-284.0,H,14
ORD_00437,9,2026-01-10,308,-92.0,L,14
ORD_00407,10,2026-01-24,308,-284.0,H,25
ORD_00437,10,2026-01-10,308,-92.0,L,25
ORD_00014,1,2026-01-10,325,-181.0,M,18
ORD_00066,1,2026-01-24,325,-229.0,M,18
ORD_00129,1,2026-01-19,325,-157.0,M,18
ORD_00156,1,2026-01-20,325,-157.0,M,18
ORD_00196,1,2026-01-20,325,-253.0,H,18
ORD_00209,1,2026-01-31,325,-205.0,M,18
ORD_00258,1,2026-01-10,325,-181.0,M,18
ORD_00289,1,2026-01-23,325,-13.0,L,18
ORD_00293,1,2026-02-02,325,-157.0,M,18
ORD_00368,1,2026-02-04,325,-85.0,L,18
ORD_00378,1,2026-01-16,325,-229.0,M,18
ORD_00421,1,2026-02-04,325,-157.0,M,18
ORD_00466,1,2026-01-06,325,-205.0,M,18
ORD_00512,1,2026-02-02,325,-253.0,H,18
ORD_00529,1,2026-01-06,325,-205.0,M,18
ORD_00536,1,2026-01-29,325,-229.0,M,18
ORD_00573,1,2026-01-11,325,-181.0,M,18
ORD_00595,1,2026-01-21,325,-277.0,H,18
ORD_00612,1,2026-01-30,325,-253.0,H,18
ORD_00714,1,2026-01-11,325,-277.0,H,18
ORD_00733,1,2026-02-10,325,35.0,L,18
ORD_00763,1,2026-01-06,325,-301.0,H,18
ORD_00791,1,2026-01-07,325,-301.0,H,18
ORD_00818,1,2026-01-19,325,11.0,L,18
ORD_00894,1,2026-01-24,325,-157.0,M,18
ORD_00918,1,2026-01-24,325,-229.0,M,18
ORD_00937,1,2026-01-10,325,-205.0,M,18
ORD_00014,2,2026-01-10,325,-181.0,M,45
ORD_00066,2,2026-01-24,325,-229.0,M,45
ORD_00129,2,2026-01-19,325,-157.0,M,45
ORD_00156,2,2026-01-20,325,-157.0,M,45
ORD_00196,2,2026-01-20,325,-253.0,H,45
ORD_00209,2,2026-01-31,325,-205.0,M,45
ORD_00258,2,2026-01-10,325,-181.0,M,45
ORD_00289,2,2026-01-23,325,-13.0,L,45
ORD_00293,2,2026-02-02,325,-157.0,M,45
ORD_00368,2,2026-02-04,325,-85.0,L,45
ORD_00378,2,2026-01-16,325,-229.0,M,45
ORD_00421,2,2026-02-04,325,-157.0,M,45
ORD_00466,2,2026-01-06,325,-205.0,M,45
ORD_00512,2,2026-02-02,325,-253.0,H,45
ORD_00529,2,2026-01-06,325,-205.0,M,45
ORD_00536,2,2026-01-29,325,-229.0,M,45
ORD_00573,2,2026-01-11,325,-181.0,M,45
ORD_00595,2,2026-01-21,325,-277.0,H,45
ORD_00612,2,2026-01-30,325,-253.0,H,45
ORD_00714,2,2026-01-11,325,-277.0,H,45
ORD_00733,2,2026-02-10,325,35.0,L,45
ORD_00763,2,2026-01-06,325,-301.0,H,45
ORD_00791,2,2026-01-07,325,-301.0,H,45
ORD_00818,2,2026-01-19,325,11.0,L,45
ORD_00894,2,2026-01-24,325,-157.0,M,45
ORD_00918,2,2026-01-24,325,-229.0,M,45
ORD_00937,2,2026-01-10,325,-205.0,M,45
ORD_00014,3,2026-01-10,325,-181.0,M,44
ORD_00066,3,2026-01-24,325,-229.0,M,44
ORD_00129,3,2026-01-19,325,-157.0,M,44
ORD_00156,3,2026-01-20,325,-157.0,M,44
ORD_00196,3,2026-01-20,325,-253.0,H,44
ORD_00209,3,2026-01-31,325,-205.0,M,44
ORD_00258,3,2026-01-10,325,-181.0,M,44
ORD_00289,3,2026-01-23,325,-13.0,L,44
ORD_00293,3,2026-02-02,325,-157.0,M,44
ORD_00368,3,2026-02-04,325,-85.0,L,44
ORD_00378,3,2026-01-16,325,-229.0,M,44
ORD_00421,3,2026-02-04,325,-157.0,M,44
ORD_00466,3,2026-01-06,325,-205.0,M,44
ORD_00512,3,2026-02-02,325,-253.0,H,44
ORD_00529,3,2026-01-06,325,-205.0,M,44
ORD_00536,3,2026-01-29,325,-229.0,M,44
ORD_00573,3,2026-01-11,325,-181.0,M,44
ORD_00595,3,2026-01-21,325,-277.0,H,44
ORD_00612,3,2026-01-30,325,-253.0,H,44
ORD_00714,3,2026-01-11,325,-277.0,H,44
ORD_00733,3,2026-02-10,325,35.0,L,44
ORD_00763,3,2026-01-06,325,-301.0,H,44
ORD_00791,3,2026-01-07,325,-301.0,H,44
ORD_00818,3,2026-01-19,325,11.0,L,44
ORD_00894,3,2026-01-24,325,-157.0,M,44
ORD_00918,3,2026-01-24,325,-229.0,M,44
ORD_00937,3,2026-01-10,325,-205.0,M,44
ORD_00014,4,2026-01-10,325,-181.0,M,39
ORD_00066,4,2026-01-24,325,-229.0,M,39
ORD_00129,4,2026-01-19,325,-157.0,M,39
ORD_00156,4,2026-01-20,325,-157.0,M,39
ORD_00196,4,2026-01-20,325,-253.0,H,39
ORD_00209,4,2026-01-31,325,-205.0,M,39
ORD_00258,4,2026-01-10,325,-181.0,M,39
ORD_00289,4,2026-01-23,325,-13.0,L,39
ORD_00293,4,2026-02-02,325,-157.0,M,39
ORD_00368,4,2026-02-04,325,-85.0,L,39
ORD_00378,4,2026-01-16,325,-229.0,M,39
ORD_00421,4,2026-02-04,325,-157.0,M,39
ORD_00466,4,2026-01-06,325,-205.0,M,39
ORD_00512,4,2026-02-02,325,-253.0,H,39
ORD_00529,4,2026-01-06,325,-205.0,M,39
ORD_00536,4,2026-01-29,325,-229.0,M,39
ORD_00573,4,2026-01-11,325,-181.0,M,39
ORD_00595,4,2026-01-21,325,-277.0,H,39
ORD_00612,4,2026-01-30,325,-253.0,H,39
ORD_00714,4,2026-01-11,325,-277.0,H,39
ORD_00733,4,2026-02-10,325,35.0,L,39
ORD_00763,4,2026-01-06,325,-301.0,H,39
ORD_00791,4,2026-01-07,325,-301.0,H,39
ORD_00818,4,2026-01-19,325,11.0,L,39
ORD_00894,4,2026-01-24,325,-157.0,M,39
ORD_00918,4,2026-01-24,325,-229.0,M,39
ORD_00937,4,2026-01-10,325,-205.0,M,39
ORD_00014,5,2026-01-10,325,-181.0,M,42
ORD_00066,5,2026-01-24,325,-229.0,M,42
ORD_00129,5,2026-01-19,325,-157.0,M,42
ORD_00156,5,2026-01-20,325,-157.0,M,42
ORD_00196,5,2026-01-20,325,-253.0,H,42
ORD_00209,5,2026-01-31,325,-205.0,M,42
ORD_00258,5,2026-01-10,325,-181.0,M,42
ORD_00289,5,2026-01-23,325,-13.0,L,42
ORD_00293,5,2026-02-02,325,-157.0,M,42
ORD_00368,5,2026-02-04,325,-85.0,L,42
ORD_00378,5,2026-01-16,325,-229.0,M,42
ORD_00421,5,2026-02-04,325,-157.0,M,42
ORD_00466,5,2026-01-06,325,-205.0,M,42
ORD_00512,5,2026-02-02,325,-253.0,H,42
ORD_00529,5,2026-01-06,325,-205.0,M,42
ORD_00536,5,2026-01-29,325,-229.0,M,42
ORD_00573,5,2026-01-11,325,-181.0,M,42
ORD_00595,5,2026-01-21,325,-277.0,H,42
ORD_00612,5,2026-01-30,325,-253.0,H,42
ORD_00714,5,2026-01-11,325,-277.0,H,42
ORD_00733,5,2026-02-10,325,35.0,L,42
ORD_00763,5,2026-01-06,325,-301.0,H,42
ORD_00791,5,2026-01-07,325,-301.0,H,42
ORD_00818,5,2026-01-19,325,11.0,L,42
ORD_00894,5,2026-01-24,325,-157.0,M,42
ORD_00918,5,2026-01-24,325,-229.0,M,42
ORD_00937,5,2026-01-10,325,-205.0,M,42
ORD_00014,6,2026-01-10,325,-181.0,M,85
ORD_00066,6,2026-01-24,325,-229.0,M,85
ORD_00129,6,2026-01-19,325,-157.0,M,85
ORD_00156,6,2026-01-20,325,-157.0,M,85
ORD_00196,6,2026-01-20,325,-253.0,H,85
ORD_00209,6,2026-01-31,325,-205.0,M,85
ORD_00258,6,2026-01-10,325,-181.0,M,85
ORD_00289,6,2026-01-23,325,-13.0,L,85
ORD_00293,6,2026-02-02,325,-157.0,M,85
ORD_00368,6,2026-02-04,325,-85.0,L,85
ORD_00378,6,2026-01-16,325,-229.0,M,85
ORD_00421,6,2026-02-04,325,-157.0,M,85
ORD_00466,6,2026-01-06,325,-205.0,M,85
ORD_00512,6,2026-02-02,325,-253.0,H,85
ORD_00529,6,2026-01-06,325,-205.0,M,85
ORD_00536,6,2026-01-29,325,-229.0,M,85
ORD_00573,6,2026-01-11,325,-181.0,M,85
ORD_00595,6,2026-01-21,325,-277.0,H,85
ORD_00612,6,2026-01-30,325,-253.0,H,85
ORD_00714,6,2026-01-11,325,-277.0,H,85
ORD_00733,6,2026-02-10,325,35.0,L,85
ORD_00763,6,2026-01-06,325,-301.0,H,85
ORD_00791,6,2026-01-07,325,-301.0,H,85
ORD_00818,6,2026-01-19,325,11.0,L,85
ORD_00894,6,2026-01-24,325,-157.0,M,85
ORD_00918,6,2026-01-24,325,-229.0,M,85
ORD_00937,6,2026-01-10,325,-205.0,M,85
ORD_00014,7,2026-01-10,325,-181.0,M,22
